cricheroes_match_id,cricheroes_team_id,cricheroes_player_id,batting_order,is_captain,is_keeper,is_substitute
10869184,6767132,29631917,1,0,0,0
10869184,6767132,10339400,2,0,0,0
10869184,6767132,4048300,3,0,0,0
10869184,6767132,8445343,4,0,0,0
10869184,6767132,8444668,5,0,1,0
10869184,6767132,4143096,6,0,0,0
10869184,6767132,4048334,7,1,0,0
10869184,3881115,8450899,1,0,0,0
10869184,3881115,10052159,4,1,0,0
10869184,3881115,4416809,6,0,0,0
10869184,3881115,10052031,5,0,0,0
10869184,3881115,8444682,3,0,0,0
10869184,3881115,8670699,2,0,0,0
10869184,3881115,29632164,7,0,0,0
10869193,6767130,8578931,1,0,0,0
10869193,6767130,10047098,2,0,0,0
10869193,6767130,29631844,3,0,0,0
10869193,6767130,809163,4,0,0,0
10869193,6767130,8452770,5,0,0,0
10869193,1597084,3542117,1,0,0,0
10869193,1597084,19048034,2,0,0,0
10869193,1597084,10031492,5,0,0,0
10869193,1597084,8129644,4,1,0,0
10869193,1597084,8814171,6,0,0,0
10869193,1597084,10046726,3,0,0,0
10869193,6767130,7662592,,0,0,0
12170931,3881115,8450899,1,0,0,0
12170931,3881115,8670699,2,0,1,0
12170931,3881115,10052159,3,1,0,0
12170931,3881115,29632164,4,0,0,0
12170931,3881115,8444682,5,0,0,0
12170931,3881115,10052031,6,0,0,0
12170931,3881115,4416809,7,0,0,0
12170931,1597084,3542117,1,0,0,0
12170931,1597084,19048034,6,0,0,0
12170931,1597084,10046726,3,0,0,0
12170931,1597084,10031492,5,0,0,0
12170931,1597084,8129644,,0,0,0
12170931,1597084,8814171,4,0,0,0
12170931,1597084,8453971,2,0,0,0
12172071,6767128,10075428,1,0,0,0
12172071,6767128,8846097,2,0,0,0
12172071,6767128,8556544,3,0,0,0
12172071,6767128,8445414,4,0,0,0
12172071,6767128,5922441,5,1,0,0
12172071,6767128,5994303,6,0,0,0
12172071,6767128,8556484,7,0,0,0
12172071,6767130,8578931,1,0,0,0
12172071,6767130,29631844,3,0,0,0
12172071,6767130,809163,6,0,0,0
12172071,6767130,7662592,2,0,0,0
12172071,6767130,8452770,5,0,0,0
12172071,6767130,10047098,4,0,0,0
12172071,6767130,8444550,7,1,0,0
12173205,3881115,8450899,1,0,0,0
12173205,3881115,8670699,2,0,0,0
12173205,3881115,8444682,3,0,0,0
12173205,3881115,10052159,4,1,0,0
12173205,3881115,10052031,5,0,0,0
12173205,3881115,4416809,6,0,0,0
12173205,6767130,8578931,1,0,0,0
12173205,6767130,29631844,3,0,0,0
12173205,6767130,809163,5,0,0,0
12173205,6767130,7662592,,0,0,0
12173205,6767130,8452770,4,0,0,0
12173205,6767130,10047098,2,0,0,0
12174087,6767130,8578931,1,0,0,0
12174087,6767130,7662592,2,0,1,0
12174087,6767130,29631844,3,0,0,0
12174087,6767130,10047098,4,0,0,0
12174087,6767130,8452770,5,0,0,0
12174087,6767130,809163,6,0,0,0
12174087,6767130,8444550,7,1,0,0
12174087,1597084,3542117,1,0,0,0
12174087,1597084,19048034,,0,0,0
12174087,1597084,10046726,3,0,0,0
12174087,1597084,10031492,5,0,0,0
12174087,1597084,8129644,6,1,0,0
12174087,1597084,8814171,4,0,0,0
12174087,1597084,8453971,2,0,0,0
17092597,6733389,24597937,1,0,0,0
17092597,6733389,8469156,2,0,0,0
17092597,6733389,8445462,3,1,0,0
17092597,6733389,8444531,4,0,0,0
17092597,6733389,8445318,5,0,0,0
17092597,6733389,29631807,6,0,0,0
17092597,6733389,6508655,7,0,0,0
17092597,1597084,3542117,1,0,0,0
17092597,1597084,19048034,3,0,0,0
17092597,1597084,10031492,4,0,0,0
17092597,1597084,15348376,,0,0,0
17092597,1597084,8129644,5,1,0,0
17092597,1597084,8453971,2,0,0,0
17092604,6767132,4048300,1,0,0,0
17092604,6767132,4048334,2,1,0,0
17092604,6767132,8444668,3,0,0,0
17092604,6767132,4143096,4,0,0,0
17092604,6767132,8445343,5,0,0,0
17092604,6767132,10339400,6,0,0,0
17092604,6767130,29631844,1,0,0,0
17092604,6767130,809163,5,0,0,0
17092604,6767130,8452770,4,0,0,0
17092604,6767130,7662592,6,0,0,0
17092604,6767130,10047098,2,0,0,0
17092604,6767130,8444550,3,0,0,0
17092610,1597084,3542117,1,0,0,0
17092610,1597084,8453971,2,0,0,0
17092610,1597084,8129644,3,1,0,0
17092610,1597084,10031492,4,0,0,0
17092610,1597084,15348376,5,0,0,0
17092610,3881115,8450899,1,0,0,0
17092610,3881115,4416809,3,0,0,0
17092610,3881115,8444682,4,0,0,0
17092610,3881115,8670699,2,0,0,0
17092610,3881115,29632164,5,0,0,0
17092610,3881115,10052031,6,0,0,0
17092610,3881115,10052159,7,1,0,0
17092610,1597084,19048034,,0,0,0
17092622,6767132,29631917,1,0,0,0
17092622,6767132,8444668,2,0,0,0
17092622,6767132,4048300,3,0,0,0
17092622,6767132,4048334,4,1,0,0
17092622,6767132,4143096,5,0,0,0
17092622,6767132,10339400,6,0,0,0
17092622,6767134,10052264,1,0,0,0
17092622,6767134,8445420,3,0,0,0
17092622,6767134,8445342,,0,0,0
17092622,6767134,1224122,2,0,0,0
17092622,6767134,8445368,,0,0,0
17092622,6767134,8445499,5,0,0,0
17092622,6767134,8445292,4,0,0,0
17092622,6767132,8445343,,0,0,0
17092631,3881115,8450899,1,0,0,0
17092631,3881115,29578223,2,0,0,0
17092631,3881115,4416809,3,0,0,0
17092631,3881115,8444682,4,0,0,0
17092631,3881115,10052031,5,0,0,0
17092631,6733389,24597937,1,0,0,0
17092631,6733389,8444531,4,0,0,0
17092631,6733389,6508655,,0,0,0
17092631,6733389,8469156,2,0,0,0
17092631,6733389,29631807,,0,0,0
17092631,6733389,8445318,3,0,0,0
17092631,3881115,29632164,,0,0,0
17092642,6767128,10075428,1,0,0,0
17092642,6767128,8846097,2,0,0,0
17092642,6767128,8556484,3,0,0,0
17092642,6767128,8445414,4,0,0,0
17092642,6767128,5994303,5,0,0,0
17092642,6767128,5922441,6,1,0,0
17092642,1597084,3542117,1,0,0,0
17092642,1597084,10031492,5,0,0,0
17092642,1597084,8129644,4,1,0,0
17092642,1597084,19048034,,0,0,0
17092642,1597084,15348376,3,0,0,0
17092642,1597084,8453971,2,0,0,0
17092655,6733389,24597937,1,0,1,0
17092655,6733389,8469156,2,0,0,0
17092655,6733389,8445462,3,1,0,0
17092655,6733389,8444531,4,0,0,0
17092655,6733389,8445318,5,0,0,0
17092655,6733389,29631807,6,0,0,0
17092655,6767134,10052264,1,0,0,0
17092655,6767134,8445420,3,0,0,0
17092655,6767134,1224122,2,0,0,0
17092655,6767134,8445342,7,1,0,0
17092655,6767134,8445368,5,0,0,0
17092655,6767134,8445499,6,0,0,0
17092655,6767134,8445292,4,0,0,0
17092655,6767134,10117071,8,0,0,0
17092655,6733389,6508655,,0,0,0
17092657,6767130,29631844,1,0,0,0
17092657,6767130,7662592,2,0,0,0
17092657,6767130,8452770,3,0,0,0
17092657,6767130,809163,4,0,0,0
17092657,6767130,8444550,5,1,0,0
17092657,6767128,8556544,1,0,0,0
17092657,6767128,5922441,4,1,0,0
17092657,6767128,8445414,3,0,0,0
17092657,6767128,8556484,6,0,0,0
17092657,6767128,8846097,2,0,0,0
17092657,6767128,5994303,5,0,0,0
17092657,6767130,10047098,,0,0,0
17151344,6767128,10075428,1,0,0,0
17151344,6767128,8846097,2,0,0,0
17151344,6767128,8556544,3,0,0,0
17151344,6767128,8445414,4,0,0,0
17151344,6767128,8556484,5,0,0,0
17151344,6767128,5994303,6,0,0,0
17151344,1597084,3542117,1,0,0,0
17151344,1597084,19048034,3,0,0,0
17151344,1597084,10031492,4,0,0,0
17151344,1597084,15348376,6,0,0,0
17151344,1597084,8129644,5,1,0,0
17151344,1597084,8453971,2,0,0,0
17151344,6767128,5922441,,0,0,0
17151377,6767134,10052264,1,0,0,0
17151377,6767134,1224122,2,0,0,0
17151377,6767134,8445420,3,0,0,0
17151377,6767134,8445292,4,0,0,0
17151377,6767134,8445499,5,0,0,0
17151377,6767134,8445368,6,0,0,0
17151377,6767134,8445342,7,1,0,0
17151377,6733389,24597937,1,0,0,0
17151377,6733389,8445462,3,1,0,0
17151377,6733389,8444531,4,0,0,0
17151377,6733389,29631807,6,0,0,0
17151377,6733389,6508655,,0,0,0
17151377,6733389,8469156,2,0,0,0
17151377,6733389,8445318,5,0,0,0
17153784,6733389,24597937,1,0,1,0
17153784,6733389,8469156,2,0,0,0
17153784,6733389,8445462,3,1,0,0
17153784,6733389,8445318,4,0,0,0
17153784,6733389,8444531,5,0,0,0
17153784,6733389,29631807,6,0,0,0
17153784,6733389,6508655,7,0,0,0
17153784,1597084,3542117,1,0,0,0
17153784,1597084,19048034,3,0,0,0
17153784,1597084,10031492,4,0,0,0
17153784,1597084,8129644,5,1,0,0
17153784,1597084,15348376,6,0,0,0
17153784,1597084,8453971,2,0,0,0
17153784,1597084,10046726,7,0,0,0
17154937,6767128,10075428,1,0,0,0
17154937,6767128,8846097,2,0,0,0
17154937,6767128,8556544,3,0,0,0
17154937,6767128,8445414,4,0,0,0
17154937,6767128,8556484,5,0,0,0
17154937,6767128,5994303,6,0,0,0
17154937,1597084,3542117,1,0,0,0
17154937,1597084,19048034,3,0,0,0
17154937,1597084,10031492,,0,0,0
17154937,1597084,8129644,5,1,0,0
17154937,1597084,15348376,4,0,0,0
17154937,1597084,8453971,2,0,0,0
