cricheroes_match_id,cricheroes_team_id,cricheroes_player_id,batting_order,is_captain,is_keeper,is_substitute
3903911,1597084,8670699,2,0,1,0
3903911,1597084,10047098,5,0,0,0
3903911,1597084,10052056,8,0,0,0
3903922,1597087,8578931,1,0,0,0
3903922,1597087,8846097,2,0,0,0
3903922,1597087,8445420,3,0,0,0
3903922,1597087,8445343,4,0,0,0
3903922,1597087,10031492,5,0,0,0
3903922,1597087,8444550,6,1,0,0
3903922,1597087,8452770,7,0,0,0
3903922,1597090,8445309,1,0,0,0
3903922,1597090,10031570,3,0,0,0
3903922,1597090,8445368,6,0,0,0
3903922,1597090,8445342,4,1,0,0
3903922,1597090,4416809,5,0,0,0
3903922,1597090,8444531,2,0,0,0
3903922,1597090,8469155,7,0,0,0
4009802,1597084,5387685,1,0,0,0
4009802,1597084,8670699,2,0,0,0
4009802,1597084,10052031,3,0,0,0
4009802,1597084,8444682,4,0,0,0
4009802,1597084,8814171,5,0,0,0
4009802,1597084,8129644,6,1,0,0
4009802,1597087,8578931,1,0,0,0
4009802,1597087,8445420,3,0,0,0
4009802,1597087,8445343,,0,0,0
4009802,1597087,10031492,5,0,0,0
4009802,1597087,8452770,4,0,0,0
4009802,1597087,8846097,2,0,0,0
4009802,1597087,8444550,6,1,0,0
4010295,1597091,8445356,1,0,0,0
4010295,1597091,10046726,2,0,1,0
4010295,1597091,5994303,3,0,0,0
4010295,1597091,8445499,4,0,0,0
4010295,1597091,4048334,5,0,0,0
4010295,1597091,4143096,6,0,0,0
4010295,1597091,6508655,7,0,0,0
4010295,1597090,8445309,1,0,0,0
4010295,1597090,10031570,3,0,0,0
4010295,1597090,8445368,5,0,0,0
4010295,1597090,8445342,4,0,0,0
4010295,1597090,4416809,6,0,0,0
4010295,1597090,15027628,7,0,0,0
4010295,1597090,8444531,2,0,0,0
4010487,1597091,8445356,1,0,0,0
4010487,1597091,4143096,2,0,0,0
4010487,1597091,10046726,3,0,0,0
4010487,1597091,8445499,4,0,0,0
4010487,1597091,5994303,5,0,0,0
4010487,1597091,4048334,6,1,0,0
4010487,1597087,8578931,1,0,0,0
4010487,1597087,8445420,3,0,1,0
4010487,1597087,8445343,,0,0,0
4010487,1597087,10031492,4,0,0,0
4010487,1597087,8452770,5,0,0,0
4010487,1597087,8846097,2,0,0,0
4010588,1597084,5387685,1,0,0,0
4010588,1597084,8670699,2,0,0,0
4010588,1597084,10052031,3,0,0,0
4010588,1597084,8444682,4,0,0,0
4010588,1597084,8814171,5,0,0,0
4010588,1597084,8129644,6,1,0,0
4010588,1597087,8578931,1,0,0,0
4010588,1597087,8445420,3,0,0,0
4010588,1597087,8445343,,0,0,0
4010588,1597087,10031492,5,0,0,0
4010588,1597087,8452770,4,0,0,0
4010588,1597087,8846097,2,0,0,0
6947210,1597088,8445356,1,0,0,0
6947210,1597088,6508655,2,0,0,0
6947210,1597088,8445462,3,1,0,0
6947210,1597088,8445318,4,0,0,0
6947210,1597088,19421271,5,0,0,0
6947210,1597088,8444531,6,0,0,0
6947210,1597088,8469156,7,0,0,0
6947210,388115,8450899,1,0,0,0
6947210,388115,10052159,3,1,0,0
6947210,388115,4416809,4,0,0,0
6947210,388115,8670699,2,0,0,0
6947210,388115,8556507,,0,0,0
6947210,388115,8444682,5,0,0,0
6947241,1597091,20546462,1,0,0,0
6947241,1597091,4143096,2,0,0,0
6947241,1597091,4048300,3,0,0,0
6947241,1597091,8445343,4,0,0,0
6947241,1597091,5387685,5,0,0,0
6947241,1597091,4048334,6,1,0,0
6947241,1597091,8444668,7,0,0,0
6947241,1597090,10052264,1,0,0,0
6947241,1597090,8445420,3,0,0,0
6947241,1597090,1224122,5,0,0,0
6947241,1597090,8445499,2,0,0,0
6947241,1597090,8445368,6,0,0,0
6947241,1597090,8445342,,0,0,0
6947241,1597090,8445292,4,0,0,0
6948306,1597088,8445356,1,0,0,0
6948306,1597088,6508655,2,0,0,0
6948306,1597088,8445462,3,1,0,0
6948306,1597088,8444531,4,0,0,0
6948306,1597088,8445318,5,0,0,0
6948306,1597088,8469156,6,0,0,0
6948306,1597088,19421271,7,0,0,0
6948306,1597085,809867,1,0,0,0
6948306,1597085,8556544,3,0,0,0
6948306,1597085,5922441,,0,0,0
6948306,1597085,8445414,4,0,0,0
6948306,1597085,5994303,,0,0,0
6948306,1597085,8846097,5,0,0,0
6948306,1597085,8556484,2,0,0,0
6948325,1597084,3542117,1,0,0,0
6948325,1597084,8453971,2,0,0,0
6948325,1597084,10046726,3,0,0,0
6948325,1597084,8129644,4,1,0,0
6948325,1597084,10031492,5,0,0,0
6948325,1597084,8814171,6,0,0,0
6948325,1597090,10052264,1,0,0,0
6948325,1597090,8445420,3,0,0,0
6948325,1597090,8445368,4,0,0,0
6948325,1597090,1224122,6,0,0,0
6948325,1597090,8445499,2,0,0,0
6948325,1597090,8445342,5,1,0,0
6948350,1597087,8578931,1,0,0,0
6948350,1597087,7662592,2,0,1,0
6948350,1597087,10031570,3,0,0,0
6948350,1597087,809163,4,0,0,0
6948350,1597087,8452770,5,0,0,0
6948350,1597087,8444550,6,1,0,0
6948350,1597087,10047098,7,0,0,0
6948350,1597091,20546462,1,0,0,0
6948350,1597091,4048300,3,0,0,0
6948350,1597091,8444668,7,0,0,0
6948350,1597091,5387685,5,0,1,0
6948350,1597091,4048334,6,1,0,0
6948350,1597091,8445343,4,0,0,0
6948350,1597091,4143096,2,0,0,0
6948371,1597085,809867,1,0,0,0
6948371,1597085,8556484,2,0,0,0
6948371,1597085,8556544,3,0,0,0
6948371,1597085,8445414,4,0,0,0
6948371,1597085,5994303,5,0,0,0
6948371,1597085,8846097,6,0,0,0
6948371,1597085,5922441,7,1,0,0
6948371,388115,8450899,1,0,0,0
6948371,388115,10052159,3,1,0,0
6948371,388115,4416809,4,0,0,0
6948371,388115,8444682,5,0,0,0
6948371,388115,8670699,2,0,0,0
6948371,388115,10052031,,0,0,0
6948371,388115,8556507,6,0,0,0
6948377,1597091,20546462,1,0,0,0
6948377,1597091,4143096,2,0,0,0
6948377,1597091,4048300,3,0,0,0
6948377,1597091,4048334,4,1,0,0
6948377,1597091,5387685,5,0,0,0
6948377,1597091,8445343,6,0,0,0
6948377,1597091,8444668,7,0,0,0
6948377,1597084,3542117,1,0,0,0
6948377,1597084,10046726,3,0,0,0
6948377,1597084,10031492,4,0,0,0
6948377,1597084,8814171,5,0,0,0
6948377,1597084,8129644,,0,0,0
6948377,1597084,8453971,2,0,0,0
6948381,1597088,8445356,1,0,0,0
6948381,1597088,6508655,2,0,0,0
6948381,1597088,8469156,3,0,0,0
6948381,1597088,8444531,4,0,0,0
6948381,1597088,8445318,5,0,0,0
