cricheroes_match_id,innings_number,cricheroes_batting_team_id,cricheroes_bowling_team_id,total_runs,total_wickets,total_legal_balls,overs_played,extras_wides,extras_no_balls,extras_byes,extras_leg_byes,extras_penalty,total_extras,target,is_complete,started_at,ended_at,is_allout,is_forfeited,is_declared
10869162,2,6767134,1597084,49,4,42,7.0,3,1,0,0,0,4,81,1,2024-05-11T16:02:19.000Z,2024-05-11T16:20:47.000Z,0,0,0
10869170,1,6733389,6767130,65,3,42,7.0,2,1,0,0,0,3,,1,2024-05-12T13:20:12.000Z,2024-05-12T13:41:50.000Z,0,0,0
10869170,2,6767130,6733389,66,4,34,5.4,3,1,0,0,0,5,66,1,2024-05-12T13:42:53.000Z,2024-05-12T13:59:34.000Z,0,0,0
10869175,1,6767128,6767134,53,5,42,7.0,4,0,0,0,0,4,,1,2024-05-12T14:03:52.000Z,2024-05-12T14:20:43.000Z,0,0,0
10869175,2,6767134,6767128,49,7,40,6.4,8,1,0,0,0,9,54,1,2024-05-12T14:22:15.000Z,2024-05-12T14:44:36.000Z,0,0,0
10869184,1,6767132,3881115,41,3,42,7.0,2,0,0,0,0,2,,1,2024-05-12T14:50:58.000Z,2024-05-12T15:02:39.000Z,0,0,0
10869184,2,3881115,6767132,42,6,41,6.5,6,1,0,0,0,7,42,1,2024-05-12T15:03:59.000Z,2024-05-12T15:23:16.000Z,0,0,0
10869193,1,6767130,1597084,71,2,36,6.0,7,1,0,0,0,8,,1,2024-05-12T15:31:01.000Z,2024-05-12T15:46:44.000Z,0,0,0
10869193,2,1597084,6767130,47,3,36,6.0,3,1,0,0,0,4,72,1,2024-05-12T15:47:37.000Z,2024-05-12T16:03:03.000Z,0,0,0
12170931,1,3881115,1597084,45,5,42,7.0,4,1,0,0,0,5,,1,2024-07-28T04:04:40.000Z,2024-07-28T04:23:34.000Z,0,0,0
12170931,2,1597084,3881115,46,4,35,5.5,7,2,0,0,0,9,46,1,2024-07-28T04:24:05.000Z,2024-07-28T04:38:50.000Z,0,0,0
12172071,1,6767128,6767130,48,3,42,7.0,7,2,0,0,0,9,,1,2024-07-28T04:43:27.000Z,2024-07-28T04:59:59.000Z,0,0,0
12172071,2,6767130,6767128,49,3,31,5.1,7,1,0,0,0,9,49,1,2024-07-28T05:00:39.000Z,2024-07-28T05:17:20.000Z,0,0,0
12173205,1,3881115,6767130,50,2,42,7.0,2,2,0,0,0,4,,1,2024-07-28T05:22:05.000Z,2024-07-28T05:41:23.000Z,0,0,0
12173205,2,6767130,3881115,53,2,33,5.3,4,1,0,0,0,5,51,1,2024-07-28T05:41:48.000Z,2024-07-28T05:52:42.000Z,0,0,0
12174087,1,6767130,1597084,60,7,42,7.0,4,2,0,0,0,8,,1,2024-07-28T05:58:01.000Z,2024-07-28T06:18:33.000Z,0,0,0
12174087,2,1597084,6767130,66,2,40,6.4,7,2,0,0,0,9,61,1,2024-07-28T06:18:59.000Z,2024-07-28T06:37:44.000Z,0,0,0
16991638,1,6767128,6767134,90,4,42,7.0,3,2,0,0,0,5,,1,2025-05-10T11:55:18.000Z,2025-05-10T12:12:25.000Z,0,0,0
16991638,2,6767134,6767128,69,6,42,7.0,4,2,0,0,0,7,91,1,2025-05-10T12:13:16.000Z,2025-05-10T12:32:05.000Z,0,0,0
16991700,1,6767130,1597084,40,3,42,7.0,7,0,0,0,0,7,,1,2025-05-10T12:35:29.000Z,2025-05-10T12:55:00.000Z,0,0,0
16991700,2,1597084,6767130,41,1,29,4.5,3,2,0,0,0,5,41,1,2025-05-10T12:56:49.000Z,2025-05-10T13:23:28.000Z,0,0,0
16991723,1,3881115,6767134,74,3,42,7.0,4,2,0,0,0,6,,1,2025-05-10T13:30:00.000Z,2025-05-10T13:49:06.000Z,0,0,0
16991723,2,6767134,3881115,75,2,37,6.1,5,1,0,0,0,7,75,1,2025-05-10T13:50:13.000Z,2025-05-10T14:08:33.000Z,0,0,0
16991757,1,6767128,6733389,103,1,42,7.0,9,0,0,0,0,10,,1,2025-05-10T14:11:17.000Z,2025-05-10T14:29:30.000Z,0,0,0
16991757,2,6733389,6767128,43,2,42,7.0,9,0,0,0,0,9,104,1,2025-05-10T14:32:06.000Z,2025-05-10T14:48:19.000Z,0,0,0
16991791,1,6767132,1597084,40,4,42,7.0,6,2,0,0,0,8,,1,2025-05-10T14:50:04.000Z,2025-05-10T15:07:46.000Z,0,0,0
16991791,2,1597084,6767132,42,2,25,4.1,3,0,0,0,0,3,41,1,2025-05-10T15:08:20.000Z,2025-05-10T15:17:47.000Z,0,0,0
16991823,1,6767128,3881115,109,1,42,7.0,5,1,0,0,0,6,,1,2025-05-10T15:20:27.000Z,2025-05-10T15:37:34.000Z,0,0,0
16991823,2,3881115,6767128,52,3,42,7.0,5,0,0,0,0,5,110,1,2025-05-10T15:37:46.000Z,2025-05-10T15:52:04.000Z,0,0,0
16991869,1,6767130,6733389,45,6,38,6.2,6,0,0,0,0,6,,1,2025-05-10T15:58:35.000Z,2025-05-10T16:16:36.000Z,0,0,0
16991869,2,6733389,6767130,46,1,16,2.4,0,1,0,0,0,1,46,1,2025-05-10T16:17:20.000Z,2025-05-10T16:23:03.000Z,0,0,0
16991898,1,6767128,6767132,101,5,42,7.0,2,3,0,0,0,5,,1,2025-05-10T16:26:29.000Z,2025-05-10T16:45:29.000Z,0,0,0
16991898,2,6767132,6767128,46,5,42,7.0,4,5,0,0,0,13,102,1,2025-05-10T16:45:43.000Z,2025-05-10T17:01:38.000Z,0,0,0
17092539,1,6767130,3881115,81,3,36,6.0,6,2,0,0,0,8,,1,2025-05-11T03:48:06.000Z,2025-05-11T04:09:36.000Z,0,0,0
17092539,2,3881115,6767130,60,3,36,6.0,6,1,0,0,0,7,82,1,2025-05-11T04:11:51.000Z,2025-05-11T04:28:39.000Z,1,0,0
17092546,1,6767132,6733389,50,6,42,7.0,5,3,0,0,0,8,,1,2025-05-11T04:34:59.000Z,2025-05-11T05:00:29.000Z,0,0,0
17092546,2,6733389,6767132,51,2,22,3.4,5,0,0,0,0,5,51,1,2025-05-11T05:01:43.000Z,2025-05-11T05:08:54.000Z,0,0,0
17092557,1,1597084,6767134,64,6,36,6.0,9,0,0,0,0,12,,1,2025-05-11T05:10:48.000Z,2025-05-11T05:33:21.000Z,0,0,0
17092557,2,6767134,1597084,33,6,42,7.0,2,2,0,0,0,5,65,1,2025-05-11T05:34:31.000Z,2025-05-11T05:55:42.000Z,0,0,0
17092570,1,6767132,3881115,29,6,39,6.3,8,3,0,0,0,11,,1,2025-05-11T05:58:50.000Z,2025-05-11T06:17:30.000Z,0,0,0
17092570,2,3881115,6767132,32,1,21,3.3,1,0,0,0,0,2,30,1,2025-05-11T06:18:20.000Z,2025-05-11T06:25:43.000Z,0,0,0
17092587,1,6767134,6767130,75,4,36,6.0,3,3,0,0,0,7,,1,2025-05-11T06:30:16.000Z,2025-05-11T06:48:37.000Z,0,0,0
17092587,2,6767130,6767134,63,5,36,6.0,8,1,0,0,0,9,76,1,2025-05-11T06:50:37.000Z,2025-05-11T07:08:59.000Z,1,0,0
17092597,1,6733389,1597084,70,5,42,7.0,7,2,0,0,0,9,,1,2025-05-11T07:12:37.000Z,2025-05-11T07:31:41.000Z,0,0,0
17092597,2,1597084,6733389,75,1,30,5.0,7,4,0,0,0,11,71,1,2025-05-11T07:33:01.000Z,2025-05-11T07:46:24.000Z,0,0,0
17092604,1,6767132,6767130,62,3,36,6.0,4,4,0,0,0,8,,1,2025-05-11T08:28:56.000Z,2025-05-11T08:47:28.000Z,0,0,0
17092604,2,6767130,6767132,68,2,35,5.5,5,1,0,0,0,7,63,1,2025-05-11T08:48:06.000Z,2025-05-11T09:01:15.000Z,0,0,0
17092610,1,1597084,3881115,88,2,36,6.0,7,1,0,0,0,8,,1,2025-05-11T09:07:47.000Z,2025-05-11T09:22:00.000Z,0,0,0
17092610,2,3881115,1597084,10,6,27,4.3,6,0,0,0,0,6,89,1,2025-05-11T09:22:49.000Z,2025-05-11T09:34:26.000Z,0,0,0
17092622,1,6767132,6767134,41,3,42,7.0,5,3,0,0,0,8,,1,2025-05-11T09:36:32.000Z,2025-05-11T09:55:03.000Z,0,0,0
17092622,2,6767134,6767132,47,1,25,4.1,1,2,0,0,0,3,42,1,2025-05-11T09:55:53.000Z,2025-05-11T10:05:30.000Z,0,0,0
17092631,1,3881115,6733389,86,2,36,6.0,9,0,0,0,0,9,,1,2025-05-11T10:10:01.000Z,2025-05-11T10:22:10.000Z,0,0,0
17092631,2,6733389,3881115,92,0,35,5.5,5,1,0,0,0,6,87,1,2025-05-11T10:24:03.000Z,2025-05-11T10:35:17.000Z,0,0,0
17092642,1,6767128,1597084,62,2,36,6.0,6,5,0,0,0,11,,1,2025-05-11T10:43:25.000Z,2025-05-11T11:02:36.000Z,0,0,0
17092642,2,1597084,6767128,68,2,36,6.0,1,1,0,0,0,2,63,1,2025-05-11T11:02:55.000Z,2025-05-11T11:19:06.000Z,0,0,0
17092655,1,6733389,6767134,96,3,42,7.0,9,1,0,0,0,10,,1,2025-05-11T11:25:51.000Z,2025-05-11T11:45:05.000Z,0,0,0
17092655,2,6767134,6733389,89,6,42,7.0,4,1,0,0,0,5,97,1,2025-05-11T11:46:29.000Z,2025-05-11T12:14:06.000Z,0,0,0
17092657,1,6767130,6767128,73,3,36,6.0,3,0,0,0,0,3,,1,2025-05-11T12:20:02.000Z,2025-05-11T12:34:35.000Z,0,0,0
17092657,2,6767128,6767130,79,2,32,5.2,3,0,0,0,0,3,74,1,2025-05-11T12:35:33.000Z,2025-05-11T12:47:11.000Z,0,0,0
17151344,1,6767128,1597084,106,3,42,7.0,6,0,0,0,0,6,,1,2025-05-11T13:03:42.000Z,2025-05-11T13:22:00.000Z,0,0,0
17151344,2,1597084,6767128,79,5,42,7.0,6,5,0,0,0,11,107,1,2025-05-11T13:22:48.000Z,2025-05-11T13:44:44.000Z,0,0,0
17151377,1,6767134,6733389,74,4,42,7.0,6,1,0,0,0,8,,1,2025-05-11T13:50:31.000Z,2025-05-11T14:17:56.000Z,0,0,0
17151377,2,6733389,6767134,77,2,34,5.4,8,2,0,0,0,10,75,1,2025-05-11T14:20:04.000Z,2025-05-11T14:35:17.000Z,0,0,0
17153784,1,6733389,1597084,72,6,42,7.0,8,2,0,0,0,10,,1,2025-05-11T15:01:35.000Z,2025-05-11T15:24:36.000Z,0,0,0
17153784,2,1597084,6733389,74,5,41,6.5,7,3,0,0,0,10,73,1,2025-05-11T15:25:46.000Z,2025-05-11T15:50:48.000Z,0,0,0
17154937,1,6767128,1597084,50,5,42,7.0,8,3,0,0,0,11,,1,2025-05-11T16:02:29.000Z,2025-05-11T16:36:36.000Z,0,0,0
17154937,2,1597084,6767128,52,2,37,6.1,5,1,0,0,0,6,51,1,2025-05-11T16:36:58.000Z,2025-05-11T16:54:12.000Z,0,0,0
