cricheroes_match_id,innings_number,cricheroes_team_id,bowling_order,cricheroes_player_id,name,overs,maidens,runs,wickets,dots,fours_conceded,sixes_conceded,wides,noballs,economy_rate
3903870,2,1597090,5,8445368,Jeethu,1,0,3,0,3,0,0,0,0,3.00
3903870,2,1597090,6,8444531,Shreenidhi Prakash,1,0,15,1,3,1,1,4,0,15.00
3903903,1,1597091,1,8445356,Pradyumna,1,0,9,0,2,0,1,0,0,9.00
3903903,1,1597091,2,10046726,Shrivatsa Hatwar,1,0,6,0,1,0,0,0,0,6.00
3903903,1,1597091,3,5994303,Srikanth T K,2,0,31,0,4,1,4,0,0,15.50
3903903,1,1597091,4,4048334,Ravi Aniruddha  (c),1,0,23,0,1,0,3,1,1,23.00
3903903,1,1597091,5,4143096,Aniruddha Dv,1,0,19,0,2,1,2,1,0,19.00
3903903,1,1597091,6,8445499,Paneendra Gautham,1,0,34,0,0,1,5,0,0,34.00
3903903,2,1597087,1,8578931,Srihari,1,0,11,0,2,0,1,1,0,11.00
3903903,2,1597087,2,8445420,Madhusudhan K S,1,0,4,0,3,0,0,1,0,4.00
3903903,2,1597087,3,8445343,Anantha Madhava,1,0,7,1,5,0,1,1,0,7.00
3903903,2,1597087,4,10031492,Mady,2,0,23,1,6,0,3,2,0,11.50
3903903,2,1597087,5,8452770,Ashrith Kashyap,1,0,25,0,1,0,4,0,0,25.00
3903903,2,1597087,6,8846097,Vishnunandan,1,0,14,0,3,0,2,1,0,14.00
3903906,1,1597088,1,8556484,Srinidhi NS,1,0,3,0,3,0,0,0,0,3.00
3903906,1,1597088,2,8445462,Prasad K S  (c),1,0,9,0,2,0,1,0,0,9.00
3903906,1,1597088,3,1224122,Badriprasad,1,0,25,0,2,1,3,3,0,25.00
3903906,1,1597088,4,7662592,Vittala,1,0,20,0,2,0,3,0,1,20.00
3903906,1,1597088,5,8445318,K S AKSHAY KAUSHIK,2,0,13,1,5,1,0,3,0,6.50
3903906,1,1597088,6,8453971,Srikanth Krishnamurthy,1,0,12,1,2,0,1,1,1,12.00
3903906,2,1597085,1,809867,Prabhav PK,1,0,9,0,4,0,1,2,0,9.00
3903906,2,1597085,2,8556544,Sudhindhra,1,0,8,0,3,0,1,0,0,8.00
3903906,2,1597085,3,5922441,Prasanna  (c),1,0,22,0,1,0,3,1,0,22.00
3903906,2,1597085,4,8445414,Tej,2,0,6,1,6,0,0,0,0,3.00
3903906,2,1597085,5,809163,Pranav PK,1,0,17,1,1,0,2,0,1,17.00
3903906,2,1597085,6,8469156,Sridhar,1,0,1,1,6,0,0,1,0,1.00
3903911,1,1597084,1,5387685,Aprameya Guruprasad,1,0,7,0,3,1,0,1,0,7.00
3903911,1,1597084,2,10052031,Yashu,1,0,3,0,5,0,0,2,0,3.00
3903911,1,1597084,3,8444682,Pavan Gautham,1,0,16,0,2,0,2,2,0,16.00
3903911,1,1597084,4,8814171,Pavan Raghavendra,1,0,11,2,3,0,1,3,0,11.00
3903911,1,1597084,5,8129644,Pavan Kashyap  (c),2,0,21,0,6,0,2,5,0,10.50
3903911,1,1597084,6,8670699,Ajith P,1,0,16,0,3,1,2,0,0,16.00
3903911,2,1597091,1,8445356,Pradyumna,1,0,9,0,3,0,1,0,0,9.00
3903911,2,1597091,2,10046726,Shrivatsa Hatwar,1,0,11,0,3,1,1,0,0,11.00
3903911,2,1597091,3,4048334,Ravi Aniruddha  (c),2,0,30,1,5,0,4,1,2,15.00
3903911,2,1597091,4,5994303,Srikanth T K,1,0,6,1,5,1,0,2,0,6.00
3903911,2,1597091,5,4143096,Aniruddha Dv,1,0,13,0,3,1,1,1,1,13.00
3903911,2,1597091,6,8445499,Paneendra Gautham,1,0,2,2,5,0,0,0,0,2.00
3903922,1,1597090,1,8445309,Sandeep,1,0,2,0,4,0,0,0,0,2.00
3903922,1,1597090,2,10031570,Sridhar Ramchandrachar,1,0,12,0,0,0,0,5,0,12.00
3903922,1,1597090,3,8445368,Jeethu,2,0,17,0,8,0,2,0,2,8.50
3903922,1,1597090,4,8445342,Guruprasad Ramachandrachar  (c),1,0,12,0,1,0,1,1,1,12.00
3903922,1,1597090,5,4416809,BHARATH G S AGASTHYA,1,0,3,0,3,0,0,0,0,3.00
3903922,1,1597090,6,8444531,Shreenidhi Prakash,1,0,30,0,1,1,4,0,1,30.00
3903922,2,1597087,1,8578931,Srihari,1,0,2,0,4,0,0,0,0,2.00
3903922,2,1597087,2,8445420,Madhusudhan K S,1,0,2,0,5,0,0,1,0,2.00
3903922,2,1597087,3,8445343,Anantha Madhava,1,0,4,1,4,0,0,1,1,4.00
3903922,2,1597087,4,8444550,Bharadwaj Srivatsa  (c),1,0,16,1,3,0,2,3,0,16.00
3903922,2,1597087,5,10031492,Mady,1,0,4,0,2,0,0,0,0,4.00
3903922,2,1597087,6,8452770,Ashrith Kashyap,1,0,8,1,3,0,1,0,0,8.00
3903922,2,1597087,7,8846097,Vishnunandan,1,0,12,1,3,1,1,1,0,12.00
4009802,1,1597087,1,8578931,Srihari,1,0,25,0,1,0,4,0,0,25.00
4009802,1,1597087,2,8445420,Madhusudhan K S,1,0,9,0,2,0,1,0,0,9.00
4009802,1,1597087,3,8445343,Anantha Madhava,1,0,7,0,5,0,1,1,0,7.00
4009802,1,1597087,4,10031492,Mady,2,0,22,1,4,0,2,2,1,11.00
4009802,1,1597087,5,8452770,Ashrith Kashyap,1,0,13,0,4,0,2,1,0,13.00
4009802,1,1597087,6,8846097,Vishnunandan,1,0,28,0,1,0,4,3,0,28.00
4009802,2,1597084,1,5387685,Aprameya Guruprasad,1,0,1,0,5,0,0,0,0,1.00
4009802,2,1597084,2,10052031,Yashu,1,0,2,0,4,0,0,0,0,2.00
4009802,2,1597084,3,8444682,Pavan Gautham,1,0,9,0,3,0,1,1,0,9.00
4009802,2,1597084,4,8814171,Pavan Raghavendra,1,0,22,0,1,0,3,2,0,22.00
4009802,2,1597084,5,8129644,Pavan Kashyap  (c),2,0,22,0,5,3,1,1,0,11.00
4009802,2,1597084,6,8670699,Ajith P,1,0,14,0,2,0,2,0,0,14.00
4010295,1,1597090,1,8445309,Sandeep,1,0,6,0,3,0,0,1,1,6.00
4010295,1,1597090,2,10031570,Sridhar Ramchandrachar,1,0,2,0,5,0,0,1,0,2.00
4010295,1,1597090,3,8445368,Jeethu,2,0,19,0,4,0,2,1,0,9.50
4010295,1,1597090,4,8445342,Guruprasad Ramachandrachar,1,0,21,0,2,0,3,2,0,21.00
4010295,1,1597090,5,4416809,BHARATH G S AGASTHYA,1,0,11,3,4,1,1,1,0,11.00
4010295,1,1597090,6,15027628,Srisha Badarayan,1,0,19,0,3,0,3,1,0,19.00
4010295,2,1597091,1,8445356,Pradyumna,1,0,3,0,4,0,0,1,0,3.00
4010295,2,1597091,2,10046726,Shrivatsa Hatwar,1,0,4,0,3,0,0,1,0,4.00
4010295,2,1597091,3,8445499,Paneendra Gautham,1,0,5,0,3,0,0,2,0,5.00
4010295,2,1597091,4,5994303,Srikanth T K,2,0,18,1,6,1,1,4,0,9.00
4010295,2,1597091,5,4048334,Ravi Aniruddha,1,0,8,0,3,0,1,0,0,8.00
4010295,2,1597091,6,4143096,Aniruddha Dv,1,0,9,1,2,1,0,2,0,9.00
4010487,1,1597087,1,8578931,Srihari,1,0,3,0,5,0,0,1,0,3.00
4010487,1,1597087,2,8445420,Madhusudhan K S,1,0,5,1,2,0,0,1,0,5.00
4010487,1,1597087,3,8445343,Anantha Madhava,1,0,7,0,4,1,0,0,1,7.00
4010487,1,1597087,4,10031492,Mady,2,0,12,1,8,0,1,3,0,6.00
4010487,1,1597087,5,8452770,Ashrith Kashyap,1,0,7,0,4,0,1,0,0,7.00
4010487,1,1597087,6,8846097,Vishnunandan,1,0,14,0,3,0,2,1,0,14.00
4010487,2,1597091,1,8445356,Pradyumna,1,0,4,0,4,0,0,0,1,4.00
4010487,2,1597091,2,10046726,Shrivatsa Hatwar,1,0,14,0,3,0,2,1,0,14.00
4010487,2,1597091,3,5994303,Srikanth T K,1,0,21,0,1,0,3,1,0,21.00
4010487,2,1597091,4,4048334,Ravi Aniruddha  (c),0.4,0,13,0,1,0,2,0,0,19.50
4010588,1,1597087,1,8578931,Srihari,1,0,11,0,4,1,1,1,0,11.00
4010588,1,1597087,2,8445420,Madhusudhan K S,1,0,12,0,2,1,1,0,0,12.00
4010588,1,1597087,3,8445343,Anantha Madhava,1,0,12,1,4,0,1,2,2,12.00
4010588,1,1597087,4,10031492,Mady,2,0,37,0,5,0,6,0,0,18.50
4010588,1,1597087,5,8452770,Ashrith Kashyap,1,0,14,0,2,0,2,0,0,14.00
4010588,1,1597087,6,8846097,Vishnunandan,1,0,6,0,3,0,0,3,0,6.00
4010588,2,1597084,1,5387685,Aprameya Guruprasad,1,0,3,0,3,0,0,0,0,3.00
4010588,2,1597084,2,10052031,Yashu,1,0,9,0,4,1,0,4,0,9.00
4010588,2,1597084,3,8444682,Pavan Gautham,1,0,27,0,0,0,3,4,1,27.00
4010588,2,1597084,4,8814171,Pavan Raghavendra,1,0,27,0,1,0,3,5,1,27.00
4010588,2,1597084,5,8129644,Pavan Kashyap  (c),1,0,33,0,0,1,4,4,0,33.00
6947210,1,388115,1,8450899,Sandeep,1,0,2,0,5,0,0,1,0,2.00
6947210,1,388115,2,10052159,Praveena  (c),1,0,1,0,5,0,0,0,0,1.00
6947210,1,388115,3,4416809,BHARATH G S AGASTHYA,2,0,19,0,4,0,2,1,0,9.50
6947210,1,388115,4,8670699,Ajith P,1,0,9,0,4,0,1,2,0,9.00
6947210,1,388115,5,8556507,Prabhanjan,1,0,11,0,1,0,1,1,0,11.00
6947210,1,388115,6,8444682,Pavan Gautham,1,0,18,1,2,1,2,1,0,18.00
6947210,2,1597088,1,8445356,Pradyumna,1,0,4,0,4,0,0,0,1,4.00
6947210,2,1597088,2,8445462,Prasad K S  (c),1,0,12,0,2,2,0,2,0,12.00
6947210,2,1597088,3,8445318,K S AKSHAY KAUSHIK,1,0,20,0,2,0,3,1,0,20.00
6947210,2,1597088,4,19421271,Krishnamurthy,1,0,18,0,2,1,2,0,1,18.00
6947210,2,1597088,5,8469156,Sridhar,0.2,0,7,0,0,0,1,0,0,21.00
6947241,1,1597090,1,10052264,Srikrishna,1,0,3,1,6,0,0,3,0,3.00
6947241,1,1597090,2,8445420,Madhusudhan K S,1,0,2,0,5,0,0,1,0,2.00
6947241,1,1597090,3,1224122,Badriprasad,2,0,16,2,6,1,1,0,1,8.00
6947241,1,1597090,4,8445499,Paneendra Gautham,1,0,5,1,3,0,0,2,0,5.00
6947241,1,1597090,5,8445368,Jeethu,1,0,10,1,4,0,1,1,1,10.00
6947241,1,1597090,6,8445342,Guruprasad Ramachandrachar  (c),0.5,0,3,0,2,0,0,0,0,3.60
6947241,2,1597091,1,20546462,Hrishikesha,1,0,14,0,4,0,1,7,0,14.00
6947241,2,1597091,2,4048300,Vadiraj,1,0,2,0,6,0,0,2,0,2.00
6947241,2,1597091,3,4143096,Aniruddha Dv,1,0,8,1,3,0,1,0,0,8.00
6947241,2,1597091,4,4048334,Ravi Aniruddha  (c),0.5,0,16,0,1,2,1,1,0,19.20
6948306,1,1597085,1,809867,Prabhav PK,1,0,15,0,2,1,1,3,0,15.00
6948306,1,1597085,2,8556544,Sudhindhra,1,0,11,0,3,1,1,0,0,11.00
6948306,1,1597085,3,5922441,Prasanna  (c),1,0,13,1,3,0,2,0,0,13.00
6948306,1,1597085,4,8445414,Tej,2,0,8,0,9,0,1,0,0,4.00
6948306,1,1597085,5,5994303,Srikanth T K,1,0,22,0,2,1,3,0,0,22.00
6948306,1,1597085,6,8846097,Vishnunandan,1,0,10,0,3,0,1,2,0,10.00
6948306,2,1597088,1,8445356,Pradyumna,1,1,0,0,6,0,0,0,0,0.00
6948306,2,1597088,2,8445462,Prasad K S  (c),1,0,3,0,4,0,0,1,0,3.00
6948306,2,1597088,3,8445318,K S AKSHAY KAUSHIK,2,0,16,0,4,1,1,0,0,8.00
6948306,2,1597088,4,8444531,Shreenidhi Prakash,1,0,13,0,1,0,1,1,1,13.00
6948306,2,1597088,5,6508655,Sudharshan,1,0,18,1,2,1,2,0,1,18.00
6948306,2,1597088,6,8469156,Sridhar,1,0,27,0,2,0,4,3,0,27.00
6948325,1,1597090,1,10052264,Srikrishna,1,0,1,0,5,0,0,0,0,1.00
6948325,1,1597090,2,8445420,Madhusudhan K S,1,0,7,0,2,0,0,3,0,7.00
6948325,1,1597090,3,8445368,Jeethu,2,0,13,1,8,1,1,1,0,6.50
6948325,1,1597090,4,1224122,Badriprasad,1,0,12,0,4,0,2,0,0,12.00
6948325,1,1597090,5,8445499,Paneendra Gautham,1,0,7,0,4,0,1,0,0,7.00
6948325,1,1597090,6,8445342,Guruprasad Ramachandrachar  (c),1,0,13,1,3,0,2,0,0,13.00
6948325,2,1597084,1,3542117,Amith P,1,0,6,0,5,0,0,4,1,6.00
6948325,2,1597084,2,10046726,Shrivatsa Hatwar,1,0,8,0,3,0,1,0,0,8.00
6948325,2,1597084,3,10031492,Mady,1.4,0,12,0,7,0,1,3,1,7.20
6948325,2,1597084,4,8129644,Pavan Kashyap  (c),1,0,11,1,4,0,1,4,0,11.00
6948325,2,1597084,5,8814171,Pavan Raghavendra,1,0,4,0,4,0,0,1,1,4.00
6948325,2,1597084,6,8453971,Srikanth Krishnamurthy,1,0,12,0,4,1,1,2,0,12.00
6948350,1,1597091,1,20546462,Hrishikesha,1,0,17,1,2,1,2,0,0,17.00
6948350,1,1597091,2,4048300,Vadiraj,1,0,10,0,2,1,0,3,0,10.00
6948350,1,1597091,3,8444668,Srisha Badarayana H S,1,0,7,2,4,0,1,0,0,7.00
6948350,1,1597091,4,5387685,Aprameya Guruprasad,1,0,20,0,1,2,1,1,1,20.00
6948350,1,1597091,5,4048334,Ravi Aniruddha  (c),1,0,7,0,4,0,1,0,0,7.00
6948350,1,1597091,6,8445343,Anantha Madhava,1,0,6,1,5,1,0,2,0,6.00
6948350,1,1597091,7,4143096,Aniruddha Dv,0.1,0,0,1,1,0,0,0,0,0.00
6948350,2,1597087,1,8578931,Srihari,1,1,0,1,6,0,0,0,0,0.00
6948350,2,1597087,2,10031570,Sridhar Ramchandrachar,1,0,3,1,4,0,0,1,0,3.00
6948350,2,1597087,3,10047098,Aditya Hatwar,1,0,14,1,2,0,2,0,0,14.00
6948350,2,1597087,4,809163,Pranav PK,2,0,9,1,8,0,1,0,0,4.50
6948350,2,1597087,5,7662592,Vittala,1,0,2,0,4,0,0,0,0,2.00
6948350,2,1597087,6,8452770,Ashrith Kashyap,1,0,10,1,4,1,1,0,0,10.00
6948371,1,388115,1,8450899,Sandeep,1,0,9,0,3,0,1,1,0,9.00
6948371,1,388115,2,10052159,Praveena  (c),1,0,1,0,5,0,0,0,0,1.00
6948371,1,388115,3,4416809,BHARATH G S AGASTHYA,1,0,18,0,3,0,3,0,0,18.00
6948371,1,388115,4,8444682,Pavan Gautham,1,0,10,0,3,0,1,2,0,10.00
6948371,1,388115,5,8670699,Ajith P,2,0,25,1,6,0,3,2,1,12.50
6948371,1,388115,6,10052031,Yashu,1,0,27,1,1,0,4,2,0,27.00
6948371,2,1597085,1,809867,Prabhav PK,1,0,7,0,3,1,0,1,0,7.00
6948371,2,1597085,2,8556544,Sudhindhra,1,0,3,0,4,0,0,1,0,3.00
6948371,2,1597085,3,8445414,Tej,2,0,7,1,7,0,0,2,0,3.50
6948371,2,1597085,4,8846097,Vishnunandan,1,0,15,0,2,0,2,1,0,15.00
6948371,2,1597085,5,8556484,Srinidhi NS,1,0,2,0,4,0,0,0,0,2.00
6948371,2,1597085,6,5922441,Prasanna  (c),1,0,9,0,2,0,1,0,0,9.00
6948377,1,1597084,1,3542117,Amith P,1,0,1,0,6,0,0,0,1,1.00
6948377,1,1597084,2,10046726,Shrivatsa Hatwar,1,0,3,0,4,0,0,1,0,3.00
6948377,1,1597084,3,10031492,Mady,2,0,16,0,8,2,0,3,2,8.00
6948377,1,1597084,4,8814171,Pavan Raghavendra,1,0,9,0,4,0,1,0,2,9.00
6948377,1,1597084,5,8129644,Pavan Kashyap  (c),1,0,17,0,2,1,1,4,1,17.00
6948377,1,1597084,6,8453971,Srikanth Krishnamurthy,1,0,15,1,4,0,2,1,1,15.00
6948377,2,1597091,1,20546462,Hrishikesha,1,0,16,0,1,0,2,1,0,16.00
6948377,2,1597091,2,4048300,Vadiraj,1,0,17,0,2,1,1,4,0,17.00
6948377,2,1597091,3,8445343,Anantha Madhava,1,0,8,0,4,0,1,1,0,8.00
6948377,2,1597091,4,4048334,Ravi Aniruddha  (c),1,0,15,0,2,0,2,1,0,15.00
6948377,2,1597091,5,5387685,Aprameya Guruprasad,0.1,0,6,0,0,1,0,0,1,36.00
6948381,1,1597087,1,8578931,Srihari,1,0,20,1,1,0,2,5,0,20.00
6948381,1,1597087,2,10031570,Sridhar Ramchandrachar,1,0,5,0,3,0,0,1,0,5.00
6948381,1,1597087,3,10047098,Aditya Hatwar,1,0,7,0,4,0,1,0,0,7.00
6948381,1,1597087,4,809163,Pranav PK,2,0,16,1,9,1,1,4,1,8.00
6948381,1,1597087,5,7662592,Vittala,1,0,7,0,4,0,0,0,3,7.00
6948381,1,1597087,6,8452770,Ashrith Kashyap,1,0,2,3,5,0,0,1,0,2.00
6948381,2,1597088,1,8445356,Pradyumna,1,0,8,1,3,0,1,0,0,8.00
6948381,2,1597088,2,8445462,Prasad K S  (c),1,0,4,1,3,0,0,0,0,4.00
6948381,2,1597088,3,8444531,Shreenidhi Prakash,1,0,6,0,2,0,0,2,0,6.00
6948381,2,1597088,4,8445318,K S AKSHAY KAUSHIK,2,0,15,1,7,1,1,2,0,7.50
6948381,2,1597088,5,6508655,Sudharshan,1,0,14,0,2,0,2,0,0,14.00
6948381,2,1597088,6,8469156,Sridhar,1,0,7,1,2,1,0,0,0,7.00
7092207,1,1597087,1,8578931,Srihari,1,0,19,0,2,1,2,2,0,19.00
7092207,1,1597087,2,10031570,Sridhar Ramchandrachar,1,0,2,0,4,0,0,0,0,2.00
7092207,1,1597087,3,10047098,Aditya Hatwar,1,0,18,0,1,1,2,0,0,18.00
7092207,1,1597087,4,809163,Pranav PK,2,0,17,1,5,0,2,0,0,8.50
7092207,1,1597087,5,8452770,Ashrith Kashyap,1,0,14,0,5,0,2,1,1,14.00
7092207,1,1597087,6,7662592,Vittala,1,0,3,0,4,0,0,1,0,3.00
7092207,2,1597085,1,809867,Prabhav PK,1,0,8,1,4,0,1,1,0,8.00
7092207,2,1597085,2,8556544,Sudhindhra,1,0,1,1,5,0,0,0,0,1.00
7092207,2,1597085,3,8556484,Srinidhi NS,1,0,15,1,1,0,2,0,0,15.00
7092207,2,1597085,4,8445414,Tej,2,0,13,0,6,0,1,2,0,6.50
7092207,2,1597085,5,8846097,Vishnunandan,1,0,13,0,1,0,1,3,0,13.00
7092207,2,1597085,6,5994303,Srikanth T K,1,0,19,0,2,1,2,1,1,19.00
7092606,1,1597084,1,3542117,Amith P,1,0,11,0,4,0,1,0,2,11.00
7092606,1,1597084,2,10046726,Shrivatsa Hatwar,1,0,13,0,0,2,0,0,0,13.00
7092606,1,1597084,3,10031492,Mady,2,0,20,2,6,0,2,3,1,10.00
7092606,1,1597084,4,8814171,Pavan Raghavendra,1,0,9,0,4,0,1,0,2,9.00
7092606,1,1597084,5,8129644,Pavan Kashyap  (c),1,0,16,0,2,0,2,2,0,16.00
7092606,1,1597084,6,8453971,Srikanth Krishnamurthy,1,0,10,1,3,0,1,1,0,10.00
7092606,2,1597088,1,8445356,Pradyumna,1,0,4,1,3,0,0,0,1,4.00
7092606,2,1597088,2,8445462,Prasad K S  (c),1,0,9,0,2,0,1,0,0,9.00
7092606,2,1597088,3,8444531,Shreenidhi Prakash,1,0,16,0,4,0,2,1,2,16.00
7092606,2,1597088,4,8445318,K S AKSHAY KAUSHIK,2,0,17,0,5,0,2,0,0,8.50
7092606,2,1597088,5,6508655,Sudharshan,1,0,11,0,2,0,1,2,0,11.00
7092606,2,1597088,6,8469156,Sridhar,1,0,17,0,2,0,2,3,0,17.00
7093189,1,1597087,1,8578931,Srihari,1,0,8,0,3,1,0,1,0,8.00
7093189,1,1597087,2,10031570,Sridhar Ramchandrachar,1,1,0,0,6,0,0,0,0,0.00
7093189,1,1597087,3,10047098,Aditya Hatwar,1,0,13,0,1,0,1,3,0,13.00
7093189,1,1597087,4,7662592,Vittala,2,0,24,0,6,2,2,0,1,12.00
7093189,1,1597087,5,809163,Pranav PK,1,0,21,0,2,0,3,0,1,21.00
7093189,1,1597087,6,8452770,Ashrith Kashyap,1,0,28,0,1,0,4,0,1,28.00
7093189,2,1597088,1,8445356,Pradyumna,1,0,2,0,4,0,0,0,0,2.00
7093189,2,1597088,2,8445462,Prasad K S  (c),1,0,4,0,2,0,0,0,0,4.00
7093189,2,1597088,3,8445318,K S AKSHAY KAUSHIK,2,0,33,0,3,1,3,4,1,16.50
7093189,2,1597088,4,8469156,Sridhar,1,0,33,0,0,1,4,0,2,33.00
7093189,2,1597088,5,8444531,Shreenidhi Prakash,1,0,14,0,1,0,1,4,0,14.00
7093189,2,1597088,6,6508655,Sudharshan,0.4,0,9,0,2,0,1,0,1,13.50
7512871,1,1597087,1,8578931,Srihari,1,0,2,0,4,0,0,0,0,2.00
7512871,1,1597087,2,10031570,Sridhar Ramchandrachar,1,0,10,0,3,0,1,0,1,10.00
7512871,1,1597087,3,7662592,Vittala,2,0,18,0,4,2,0,2,1,9.00
7512871,1,1597087,4,809163,Pranav PK,1,0,9,0,2,0,1,0,0,9.00
7512871,1,1597087,5,8452770,Ashrith Kashyap,1,0,13,0,1,1,1,0,0,13.00
7512871,1,1597087,6,10047098,Aditya Hatwar,1,0,16,1,1,1,1,3,0,16.00
7512871,2,1597085,1,809867,Prabhav PK,1,0,5,1,5,1,0,1,0,5.00
7512871,2,1597085,2,8556544,Sudhindhra,1,0,2,1,4,0,0,0,0,2.00
7512871,2,1597085,3,8445414,Tej,2,0,9,1,6,1,0,0,0,4.50
7512871,2,1597085,4,5922441,Prasanna  (c),1,0,14,2,3,1,1,1,1,14.00
7512871,2,1597085,5,8556484,Srinidhi NS,1,0,20,0,1,0,2,3,0,20.00
7512871,2,1597085,6,8846097,Vishnunandan,0.3,0,12,1,1,0,2,0,0,24.00
10869150,1,3881115,1,8450899,Sandeep,1,0,7,1,4,0,1,0,0,7.00
10869150,1,3881115,2,10052159,Praveena  (c),1,0,2,1,6,0,0,2,0,2.00
10869150,1,3881115,3,8444682,Pavan Gautham,1,0,15,0,4,0,2,3,0,15.00
10869150,1,3881115,4,10052031,Yashu,1,0,4,0,4,0,0,0,1,4.00
10869150,1,3881115,5,19645071,Achuth,2,0,12,1,5,0,1,0,0,6.00
10869150,1,3881115,6,29632164,Raghunandan,1,0,14,0,3,0,2,1,0,14.00
10869150,2,6733389,1,24597937,Pradhdhyumna Kashyap HP,1,0,4,0,3,0,0,1,0,4.00
10869150,2,6733389,2,8445462,Prasad K S  (c),1,0,4,0,2,0,0,0,0,4.00
10869150,2,6733389,3,8444531,Shreenidhi Prakash,2,0,15,0,6,1,1,1,0,7.50
10869150,2,6733389,4,6508655,Sudharshan,1,0,4,0,2,0,0,0,0,4.00
10869150,2,6733389,5,29631807,Krishnamoorthy,0.5,0,31,0,1,0,5,0,1,37.20
10869160,1,6767132,1,29631917,Hrishikesha,1,0,3,0,4,0,0,1,0,3.00
10869160,1,6767132,2,4048300,Vadiraj,1,0,6,0,4,0,0,1,2,6.00
10869160,1,6767132,3,8445343,Anantha Madhava,2,0,33,1,6,0,5,1,0,16.50
10869160,1,6767132,4,4143096,Aniruddha Dv,1,0,16,0,1,0,2,1,0,16.00
10869160,1,6767132,5,4048334,Ravi Aniruddha  (c),1,0,15,0,2,0,2,0,0,15.00
10869160,1,6767132,6,10339400,Aprameya Guruprasad,1,0,10,2,2,0,1,0,0,10.00
10869160,2,6767128,1,10075428,Prabhav  Krishna,1,0,2,0,5,0,0,1,0,2.00
10869160,2,6767128,2,8556544,Sudhindhra,1,0,12,0,4,0,2,0,0,12.00
10869160,2,6767128,3,8556484,Srinidhi NS,1,0,7,1,4,0,1,0,0,7.00
10869160,2,6767128,4,8846097,Vishnunandan,2,0,12,3,10,1,1,2,0,6.00
10869160,2,6767128,5,8445414,Tej,1,0,1,0,5,0,0,0,0,1.00
10869160,2,6767128,6,5994303,Srikanth T K,1,0,30,0,2,2,3,1,2,30.00
10869162,1,6767134,1,10117071,Anantha,1,0,7,1,4,0,1,0,0,7.00
10869162,1,6767134,2,8445420,Madhusudhan K S,1,0,2,1,4,0,0,0,0,2.00
10869162,1,6767134,3,8445368,Jeethu,2,0,31,0,3,0,4,2,0,15.50
10869162,1,6767134,4,1224122,Badriprasad,1,0,11,1,2,0,1,2,0,11.00
10869162,1,6767134,5,8445342,Guruprasad Ramachandrachar  (c),1,0,4,2,4,0,0,2,0,4.00
10869162,1,6767134,6,8445499,Paneendra Gautham,1,0,25,0,1,0,4,0,0,25.00
10869162,2,1597084,1,3542117,Amith P,1,0,2,0,5,0,0,0,1,2.00
10869162,2,1597084,2,19048034,Balaji,1,0,2,0,4,0,0,0,0,2.00
10869162,2,1597084,3,10031492,Mady,2,0,11,2,8,0,1,2,0,5.50
10869162,2,1597084,4,14211268,Pramit,1,0,12,1,4,0,2,0,0,12.00
10869162,2,1597084,5,8129644,Pavan Kashyap  (c),1,0,8,0,3,0,1,0,0,8.00
10869162,2,1597084,6,8814171,Pavan Raghavendra,1,0,14,0,3,0,2,1,0,14.00
10869170,1,6767130,1,8578931,Srihari,1,0,12,0,2,1,1,0,0,12.00
10869170,1,6767130,2,29631844,Sridhar Dixit,1,0,7,0,2,1,0,0,0,7.00
10869170,1,6767130,3,809163,Pranav PK,2,1,5,1,11,1,0,1,0,2.50
10869170,1,6767130,4,7662592,Vittala,1,0,16,0,3,2,1,1,1,16.00
10869170,1,6767130,5,8452770,Ashrith Kashyap,1,0,2,1,4,0,0,0,0,2.00
10869170,1,6767130,6,10047098,Aditya Hatwar,1,0,23,0,0,4,1,0,0,23.00
10869170,2,6733389,1,24597937,Pradhdhyumna Kashyap HP,1,0,8,0,3,0,1,0,0,8.00
10869170,2,6733389,2,8445462,Prasad K S  (c),1,0,15,0,2,0,2,0,1,15.00
10869170,2,6733389,3,8444531,Shreenidhi Prakash,1,0,14,0,2,0,2,0,0,14.00
10869170,2,6733389,4,6508655,Sudharshan,1.4,0,12,2,7,0,1,3,0,7.20
10869170,2,6733389,5,8469156,Sridhar,1,0,17,2,2,1,2,0,0,17.00
10869175,1,6767134,1,10117071,Anantha,1,0,2,0,4,0,0,0,0,2.00
10869175,1,6767134,2,8445420,Madhusudhan K S,1,0,1,0,5,0,0,0,0,1.00
10869175,1,6767134,3,8445368,Jeethu,2,0,21,1,7,0,3,1,0,10.50
10869175,1,6767134,4,8445342,Guruprasad Ramachandrachar  (c),1,0,4,1,2,0,0,0,0,4.00
10869175,1,6767134,5,1224122,Badriprasad,1,0,14,0,3,1,1,3,0,14.00
10869175,1,6767134,6,8445499,Paneendra Gautham,1,0,11,0,3,1,1,0,0,11.00
10869175,2,6767128,1,10075428,Prabhav  Krishna,1,0,1,1,5,0,0,0,0,1.00
10869175,2,6767128,2,8556544,Sudhindhra,1,0,16,0,3,0,2,3,0,16.00
10869175,2,6767128,3,8445414,Tej,2,0,16,1,7,0,1,4,1,8.00
10869175,2,6767128,4,8846097,Vishnunandan,1,0,1,0,5,0,0,0,0,1.00
10869175,2,6767128,5,5994303,Srikanth T K,1,0,9,1,3,0,1,1,0,9.00
10869175,2,6767128,6,8556484,Srinidhi NS,0.4,0,6,2,3,0,1,0,0,9.00
