cricheroes_match_id,cricheroes_tournament_id,season,match_number,stage,cricheroes_team_a_id,cricheroes_team_b_id,team_a_name,team_b_name,scheduled_at,started_at,ended_at,venue,overs_per_innings,players_per_side,cricheroes_toss_winner_id,toss_decision,status,result_type,cricheroes_winner_id,winner_name,win_margin,cricheroes_pom_player_id,pom_player_name,cricheroes_round_name,match_result,is_super_over,ground_name,city_name
6947151,577076,4,9,group,1597088,1597090,Kadamba Yodhas,Wodeyars The Kings,2023-06-10T16:20:56.000Z,2023-06-10T16:20:56.000Z,2023-06-10 17:33:40,Pro Legacy Sports Academy,7,6,1597090,bowl,completed,super_over,1597088,Kadamba Yodhas,Match Tied (Kadamba Yodhas won the super over),8445318,K S Akshay Kaushik,Super League,Resulted,1,Pro Legacy Sports Academy,Bengaluru (Bangalore)
6947176,577076,4,10,group,1597084,1597087,Hoysala Hunters,Rashtrakuta Ranadheeras,2023-06-11T04:45:00.000Z,2023-06-11T04:45:00.000Z,2023-06-11 06:01:25,Pro Legacy Sports Academy,7,6,1597087,bowl,completed,normal,1597087,Rashtrakuta Ranadheeras,4 wickets,8452770,Ashrith Kashyap,Super League,Resulted,0,Pro Legacy Sports Academy,Bengaluru (Bangalore)
6947162,577076,4,11,group,1597090,1597085,Wodeyars The Kings,Chalukya Chakravarthis,2023-06-11T05:41:40.000Z,2023-06-11T05:41:40.000Z,2023-06-11 06:21:05,Pro Legacy Sports Academy,7,6,1597085,bowl,completed,normal,1597085,Chalukya Chakravarthis,3 wickets,5994303,Srikanth T K,Super League,Resulted,0,Pro Legacy Sports Academy,Bengaluru (Bangalore)
6947190,577076,4,12,group,1597091,388115,Vijayanagara Royals,lko lions,2023-06-11T06:24:14.000Z,2023-06-11T06:24:14.000Z,2023-06-11 07:07:17,Pro Legacy Sports Academy,7,6,388115,bowl,completed,normal,388115,lko lions,1 wicket,8444682,Pavan Gautham,Super League,Resulted,0,Pro Legacy Sports Academy,Bengaluru (Bangalore)
6947199,577076,4,13,group,1597084,1597085,Hoysala Hunters,Chalukya Chakravarthis,2023-06-11T07:16:11.000Z,2023-06-11T07:16:11.000Z,2023-06-11 07:45:39,Pro Legacy Sports Academy,7,6,1597085,bowl,completed,normal,1597085,Chalukya Chakravarthis,5 wickets,8556484,Srinidhi Ns,Super League,Resulted,0,Pro Legacy Sports Academy,Bengaluru (Bangalore)
6947210,577076,4,14,group,1597088,388115,Kadamba Yodhas,lko lions,2023-06-11T07:50:53.000Z,2023-06-11T07:50:53.000Z,2023-06-11 08:25:13,Pro Legacy Sports Academy,7,6,1597088,bat,completed,normal,388115,lko lions,6 wickets,4416809,Bharath G S Agasthya,Super League,Resulted,0,Pro Legacy Sports Academy,Bengaluru (Bangalore)
6947241,577076,4,15,group,1597091,1597090,Vijayanagara Royals,Wodeyars The Kings,2023-06-11T08:31:50.000Z,2023-06-11T08:31:50.000Z,2023-06-11 09:05:07,Pro Legacy Sports Academy,7,6,1597090,bowl,completed,normal,1597090,Wodeyars The Kings,5 wickets,1224122,Badriprasad,Super League,Resulted,0,Pro Legacy Sports Academy,Bengaluru (Bangalore)
6948306,577076,4,16,group,1597088,1597085,Kadamba Yodhas,Chalukya Chakravarthis,2023-06-11T10:21:17.000Z,2023-06-11T10:21:17.000Z,2023-06-11 11:00:17,Pro Legacy Sports Academy,7,6,1597085,bowl,completed,normal,1597088,Kadamba Yodhas,2 runs,19421271,Krishnamurthy,Super League,Resulted,0,Pro Legacy Sports Academy,Bengaluru (Bangalore)
6948325,577076,4,17,group,1597084,1597090,Hoysala Hunters,Wodeyars The Kings,2023-06-11T11:05:18.000Z,2023-06-11T11:05:18.000Z,2023-06-11 11:49:57,Pro Legacy Sports Academy,7,6,1597090,bowl,completed,normal,1597090,Wodeyars The Kings,4 wickets,8445368,Jeethu,Super League,Resulted,0,Pro Legacy Sports Academy,Bengaluru (Bangalore)
6948350,577076,4,18,group,1597087,1597091,Rashtrakuta Ranadheeras,Vijayanagara Royals,2023-06-11T11:58:06.000Z,2023-06-11T11:58:06.000Z,2023-06-11 12:32:46,Pro Legacy Sports Academy,7,6,1597091,bowl,completed,normal,1597087,Rashtrakuta Ranadheeras,29 runs,8578931,Srihari,Super League,Resulted,0,Pro Legacy Sports Academy,Bengaluru (Bangalore)
6948371,577076,4,19,group,1597085,388115,Chalukya Chakravarthis,lko lions,2023-06-11T12:35:28.000Z,2023-06-11T12:35:28.000Z,2023-06-11 13:24:24,Pro Legacy Sports Academy,7,6,388115,bowl,completed,normal,1597085,Chalukya Chakravarthis,47 runs,8445414,Tej,Super League,Resulted,0,Pro Legacy Sports Academy,Bengaluru (Bangalore)
6948377,577076,4,20,group,1597091,1597084,Vijayanagara Royals,Hoysala Hunters,2023-06-11T13:28:45.000Z,2023-06-11T13:28:45.000Z,2023-06-11 14:04:45,Pro Legacy Sports Academy,7,6,1597084,bowl,completed,normal,1597084,Hoysala Hunters,6 wickets,10031492,Mady,Super League,Resulted,0,Pro Legacy Sports Academy,Bengaluru (Bangalore)
6948381,577076,4,21,group,1597088,1597087,Kadamba Yodhas,Rashtrakuta Ranadheeras,2023-06-11T14:09:30.000Z,2023-06-11T14:09:30.000Z,2023-06-11 14:54:12,Pro Legacy Sports Academy,7,6,1597088,bat,completed,normal,1597088,Kadamba Yodhas,3 runs,8445356,Pradyumna,Super League,Resulted,0,Pro Legacy Sports Academy,Bengaluru (Bangalore)
7092207,577076,4,22,qualifier,1597085,1597087,Chalukya Chakravarthis,Rashtrakuta Ranadheeras,2023-06-11T15:01:06.000Z,2023-06-11T15:01:06.000Z,2023-06-11 15:38:39,Pro Legacy Sports Academy,7,6,1597087,bowl,completed,normal,1597085,Chalukya Chakravarthis,4 runs,809867,Prabhav Pk,Qualifier 1,Resulted,0,Pro Legacy Sports Academy,Bengaluru (Bangalore)
7092606,577076,4,23,qualifier,1597088,1597084,Kadamba Yodhas,Hoysala Hunters,2023-06-11T15:46:27.000Z,2023-06-11T15:46:27.000Z,2023-06-11 16:40:07,Pro Legacy Sports Academy,7,6,1597088,bat,completed,normal,1597088,Kadamba Yodhas,5 runs,8444531,Shreenidhi Prakash,Eliminator,Resulted,0,Pro Legacy Sports Academy,Bengaluru (Bangalore)
7093189,577076,4,24,qualifier,1597088,1597087,Kadamba Yodhas,Rashtrakuta Ranadheeras,2023-06-11T16:49:49.000Z,2023-06-11T16:49:49.000Z,2023-06-11 17:34:23,Pro Legacy Sports Academy,7,6,1597088,bat,completed,normal,1597087,Rashtrakuta Ranadheeras,5 wickets,8452770,Ashrith Kashyap,Qualifier  2,Resulted,0,Pro Legacy Sports Academy,Bengaluru (Bangalore)
7512871,577076,4,25,final,1597085,1597087,Chalukya Chakravarthis,Rashtrakuta Ranadheeras,2023-08-02T14:55:17.000Z,2023-08-02T14:55:17.000Z,2023-08-02 15:33:18,Pro Legacy Sports Academy,7,6,1597087,bowl,completed,normal,1597085,Chalukya Chakravarthis,6 runs,8445414,Tej,Final,Resulted,0,Pro Legacy Sports Academy,Bengaluru (Bangalore)
10814546,983328,5,1,group,6767130,6767134,Rashtrakuta Ranadhiras,Wodeyars the Kings,2024-05-05T10:54:49.000Z,2024-05-05T10:54:49.000Z,2024-05-05 11:27:07,Prolegacy,7,6,6767134,bowl,completed,normal,6767134,Wodeyars the Kings,2 wickets,8452770,Ashrith Kashyap,Super League,Resulted,0,Prolegacy,Bengaluru (Bangalore)
10814552,983328,5,2,group,6733389,6767132,Kadamba Warriors,Vijayanagara Royals,2024-05-05T11:31:54.000Z,2024-05-05T11:31:54.000Z,2024-05-05 12:03:23,Transcend College,7,6,6733389,bat,completed,normal,6733389,Kadamba Warriors,37 runs,8445318,K S Akshay Kaushik,Super League,Resulted,0,Transcend College,Bengaluru (Bangalore)
10814569,983328,5,3,group,1597084,388115,Hoysala Hunters,lko lions,2024-05-05T12:08:09.000Z,2024-05-05T12:08:09.000Z,2024-05-05 12:40:14,Transcend College,7,6,388115,bowl,completed,normal,388115,lko lions,4 wickets,8444682,Pavan Gautham,Super League,Resulted,0,Transcend College,Bengaluru (Bangalore)
10814594,983328,5,4,group,6767128,6767130,Chalukya Chakravarthis,Rashtrakuta Ranadhiras,2024-05-05T12:45:15.000Z,2024-05-05T12:45:15.000Z,2024-05-05 13:24:22,Transcend College,7,6,6767128,bat,completed,normal,6767128,Chalukya Chakravarthis,19 runs,8445414,Tej,Super League,Resulted,0,Transcend College,Bengaluru (Bangalore)
10814609,983328,5,5,group,6733389,6767134,Kadamba Warriors,Wodeyars the Kings,2024-05-05T13:27:43.000Z,2024-05-05T13:27:43.000Z,2024-05-05 14:02:03,Transcend College,7,6,6733389,bat,completed,normal,6767134,Wodeyars the Kings,6 wickets,8445499,Paneendra Gautham,Super League,Resulted,0,Transcend College,Bengaluru (Bangalore)
10814627,983328,5,6,group,6767132,1597084,Vijayanagara Royals,Hoysala Hunters,2024-05-05T14:05:58.000Z,2024-05-05T14:05:58.000Z,2024-05-05 14:23:35,Transcend College,7,6,6767132,bat,completed,normal,1597084,Hoysala Hunters,6 wickets,10031492,Mady,Super League,Resulted,0,Transcend College,Bengaluru (Bangalore)
10814632,983328,5,7,group,6767130,388115,Rashtrakuta Ranadhiras,lko lions,2024-05-05T14:28:52.000Z,2024-05-05T14:28:52.000Z,2024-05-05 15:03:27,Transcend College,7,6,388115,bowl,completed,normal,388115,lko lions,6 wickets,4416809,Bharath G S Agasthya,Super League,Resulted,0,Transcend College,Bengaluru (Bangalore)
10818534,983328,5,8,group,6733389,6767128,Kadamba Warriors,Chalukya Chakravarthis,2024-05-05T15:08:55.000Z,2024-05-05T15:08:55.000Z,2024-05-05 15:53:54,Transcend College,7,6,6767128,bowl,completed,normal,6733389,Kadamba Warriors,9 runs,6508655,Sudharshan,Super League,Resulted,0,Transcend College,Bengaluru (Bangalore)
10818554,983328,5,9,group,6767132,6767130,Vijayanagara Royals,Rashtrakuta Ranadhiras,2024-05-05T15:57:19.000Z,2024-05-05T15:57:19.000Z,2024-05-05 16:20:36,Transcend College,7,6,6767130,bowl,completed,normal,6767130,Rashtrakuta Ranadhiras,4 wickets,8578931,Srihari,Super League,Resulted,0,Transcend College,Bengaluru (Bangalore)
10818574,983328,5,10,group,1597084,6767128,Hoysala Hunters,Chalukya Chakravarthis,2024-05-11T11:02:07.000Z,2024-05-11T11:02:07.000Z,2024-05-11 11:37:12,Transcend College,7,6,6767128,bowl,completed,normal,1597084,Hoysala Hunters,48 runs,14211268,Pramit,Super League,Resulted,0,Transcend College,Bengaluru (Bangalore)
10869116,983328,5,11,group,3881115,6767134,Glorious Ganga,Wodeyars the Kings,2024-05-11T11:40:52.000Z,2024-05-11T11:40:52.000Z,2024-05-11 12:24:40,Prolegacy,7,6,6767134,bowl,completed,super_over,6767134,Wodeyars the Kings,Match Tied (Wodeyars the Kings won the super over),8445368,Jeethu,Super League,Resulted,1,Prolegacy,Bengaluru (Bangalore)
10869121,983328,5,12,group,6733389,1597084,Kadamba Warriors,Hoysala Hunters,2024-05-11T12:28:43.000Z,2024-05-11T12:28:43.000Z,2024-05-11 13:00:06,Prolegacy,7,6,1597084,bowl,completed,normal,1597084,Hoysala Hunters,2 wickets,8129644,Pavan Kashyap,Super League,Resulted,0,Prolegacy,Bengaluru (Bangalore)
10869129,983328,5,13,group,6767128,3881115,Chalukya Chakravarthis,Glorious Ganga,2024-05-11T13:03:36.000Z,2024-05-11T13:03:36.000Z,2024-05-11 13:43:59,Prolegacy,7,6,6767128,bat,completed,normal,6767128,Chalukya Chakravarthis,2 runs,5994303,Srikanth T K,Super League,Resulted,0,Prolegacy,Bengaluru (Bangalore)
10869135,983328,5,14,group,6767134,6767132,Wodeyars the Kings,Vijayanagara Royals,2024-05-11T13:48:38.000Z,2024-05-11T13:48:38.000Z,2024-05-11 14:20:28,Prolegacy,7,6,6767134,bat,completed,normal,6767132,Vijayanagara Royals,2 wickets,10339400,Aprameya Guruprasad,Super League,Resulted,0,Prolegacy,Bengaluru (Bangalore)
10869150,983328,5,15,group,6733389,3881115,Kadamba Warriors,Glorious Ganga,2024-05-11T14:24:16.000Z,2024-05-11T14:24:16.000Z,2024-05-11 14:57:08,Prolegacy,7,6,6733389,bat,completed,normal,3881115,Glorious Ganga,4 wickets,19645071,Achuth,Super League,Resulted,0,Prolegacy,Bengaluru (Bangalore)
10869160,983328,5,16,group,6767128,6767132,Chalukya Chakravarthis,Vijayanagara Royals,2024-05-11T15:02:07.000Z,2024-05-11T15:02:07.000Z,2024-05-11 15:37:07,Prolegacy,7,6,6767132,bowl,completed,normal,6767128,Chalukya Chakravarthis,19 runs,8445414,Tej,Super League,Resulted,0,Prolegacy,Bengaluru (Bangalore)
10869162,983328,5,17,group,1597084,6767134,Hoysala Hunters,Wodeyars the Kings,2024-05-11T15:43:53.000Z,2024-05-11T15:43:53.000Z,2024-05-11 16:20:48,Prolegacy,7,6,6767134,bowl,completed,normal,1597084,Hoysala Hunters,31 runs,8814171,Pavan Raghavendra,Super League,Resulted,0,Prolegacy,Bengaluru (Bangalore)
10869170,983328,5,18,group,6733389,6767130,Kadamba Warriors,Rashtrakuta Ranadhiras,2024-05-12T13:20:12.000Z,2024-05-12T13:20:12.000Z,2024-05-12 13:59:35,Prolegacy,7,6,6767130,bowl,completed,normal,6767130,Rashtrakuta Ranadhiras,2 wickets,809163,Pranav Pk,Super League,Resulted,0,Prolegacy,Bengaluru (Bangalore)
10869175,983328,5,19,group,6767128,6767134,Chalukya Chakravarthis,Wodeyars the Kings,2024-05-12T14:03:52.000Z,2024-05-12T14:03:52.000Z,2024-05-12 14:44:37,Prolegacy,7,6,6767134,bowl,completed,normal,6767128,Chalukya Chakravarthis,4 runs,5994303,Srikanth T K,Super League,Resulted,0,Prolegacy,Bengaluru (Bangalore)
10869184,983328,5,20,group,6767132,3881115,Vijayanagara Royals,Glorious Ganga,2024-05-12T14:50:58.000Z,2024-05-12T14:50:58.000Z,2024-05-12 15:23:17,Prolegacy,7,6,3881115,bowl,completed,normal,3881115,Glorious Ganga,0 wicket,4416809,Bharath G S Agasthya,Super League,Resulted,0,Prolegacy,Bengaluru (Bangalore)
10869193,983328,5,21,group,6767130,1597084,Rashtrakuta Ranadhiras,Hoysala Hunters,2024-05-12T15:31:01.000Z,2024-05-12T15:31:01.000Z,2024-05-12 16:03:04,Prolegacy,6,6,1597084,bowl,completed,normal,6767130,Rashtrakuta Ranadhiras,24 runs,8452770,Ashrith Kashyap,Super League,Resulted,0,Prolegacy,Bengaluru (Bangalore)
12170931,983328,5,22,qualifier,3881115,1597084,Glorious Ganga,Hoysala Hunters,2024-07-28T04:04:40.000Z,2024-07-28T04:04:40.000Z,2024-07-28 04:38:51,Prolegacy,7,6,1597084,bowl,completed,normal,1597084,Hoysala Hunters,2 wickets,10031492,Mady,Qualifier 1,Resulted,0,Prolegacy,Bengaluru (Bangalore)
12172071,983328,5,24,qualifier,6767128,6767130,Chalukya Chakravarthis,Rashtrakuta Ranadhiras,2024-07-28T04:43:27.000Z,2024-07-28T04:43:27.000Z,2024-07-28 05:17:21,Prolegacy,7,6,6767130,bowl,completed,normal,6767130,Rashtrakuta Ranadhiras,3 wickets,8452770,Ashrith Kashyap,Eliminator,Resulted,0,Prolegacy,Bengaluru (Bangalore)
12173205,983328,5,25,qualifier,3881115,6767130,Glorious Ganga,Rashtrakuta Ranadhiras,2024-07-28T05:22:05.000Z,2024-07-28T05:22:05.000Z,2024-07-28 05:52:44,Prolegacy,7,6,6767130,bowl,completed,normal,6767130,Rashtrakuta Ranadhiras,4 wickets,8452770,Ashrith Kashyap,Qualifier  2,Resulted,0,Prolegacy,Bengaluru (Bangalore)
12174087,983328,5,26,final,6767130,1597084,Rashtrakuta Ranadhiras,Hoysala Hunters,2024-07-28T05:58:01.000Z,2024-07-28T05:58:01.000Z,2024-07-28 06:37:45,Prolegacy,7,6,1597084,bowl,completed,normal,1597084,Hoysala Hunters,4 wickets,10031492,Mady,Final,Resulted,0,Prolegacy,Bengaluru (Bangalore)
16991638,1462709,6,1,group,6767128,6767134,Chalukya Chakravarthis,Wodeyars the Kings,2025-05-10T11:55:18.000Z,2025-05-10T11:55:18.000Z,2025-05-10 12:32:06,Classic Sports Academy,7,6,6767134,bowl,completed,normal,6767128,Chalukya Chakravarthis,21 runs,5994303,Srikanth T K,League Matches,Resulted,0,Classic Sports Academy,Bengaluru (Bangalore)
16991700,1462709,6,2,group,6767130,1597084,Rashtrakuta Ranadhiras,Hoysala Hunters,2025-05-10T12:35:29.000Z,2025-05-10T12:35:29.000Z,2025-05-10 13:23:31,Classic Sports Academy,7,6,1597084,bowl,completed,normal,1597084,Hoysala Hunters,5 wickets,10031492,Mady,League Matches,Resulted,0,Classic Sports Academy,Bengaluru (Bangalore)
16991723,1462709,6,3,group,3881115,6767134,Glorious Ganga,Wodeyars the Kings,2025-05-10T13:30:00.000Z,2025-05-10T13:30:00.000Z,2025-05-10 14:08:34,Classic Sports Academy,7,6,6767134,bowl,completed,normal,6767134,Wodeyars the Kings,4 wickets,8445368,Jeethu,League Matches,Resulted,0,Classic Sports Academy,Bengaluru (Bangalore)
16991757,1462709,6,4,group,6767128,6733389,Chalukya Chakravarthis,Kadamba Warriors,2025-05-10T14:11:17.000Z,2025-05-10T14:11:17.000Z,2025-05-10 14:48:20,Classic Sports Academy,7,6,6767128,bat,completed,normal,6767128,Chalukya Chakravarthis,60 runs,8445414,Tej,League Matches,Resulted,0,Classic Sports Academy,Bengaluru (Bangalore)
16991791,1462709,6,5,group,6767132,1597084,Vijayanagara Royals,Hoysala Hunters,2025-05-10T14:50:04.000Z,2025-05-10T14:50:04.000Z,2025-05-10 15:17:48,Classic Sports Academy,7,6,1597084,bowl,completed,normal,1597084,Hoysala Hunters,4 wickets,8129644,Pavan Kashyap,League Matches,Resulted,0,Classic Sports Academy,Bengaluru (Bangalore)
16991823,1462709,6,6,group,6767128,3881115,Chalukya Chakravarthis,Glorious Ganga,2025-05-10T15:20:27.000Z,2025-05-10T15:20:27.000Z,2025-05-10 15:52:04,Classic Sports Academy,7,6,3881115,bowl,completed,normal,6767128,Chalukya Chakravarthis,57 runs,8445414,Tej,League Matches,Resulted,0,Classic Sports Academy,Bengaluru (Bangalore)
16991869,1462709,6,7,group,6767130,6733389,Rashtrakuta Ranadhiras,Kadamba Warriors,2025-05-10T15:58:35.000Z,2025-05-10T15:58:35.000Z,2025-05-10 16:23:05,Classic Sports Academy,7,6,6733389,bowl,completed,normal,6733389,Kadamba Warriors,5 wickets,24597937,Pradhdhyumna Kashyap Hp,League Matches,Resulted,0,Classic Sports Academy,Bengaluru (Bangalore)
16991898,1462709,6,8,group,6767128,6767132,Chalukya Chakravarthis,Vijayanagara Royals,2025-05-10T16:26:29.000Z,2025-05-10T16:26:29.000Z,2025-05-10 17:01:40,Classic Sports Academy,7,6,6767132,bowl,completed,normal,6767128,Chalukya Chakravarthis,55 runs,5994303,Srikanth T K,League Matches,Resulted,0,Classic Sports Academy,Bengaluru (Bangalore)
17092539,1462709,6,9,group,6767130,3881115,Rashtrakuta Ranadhiras,Glorious Ganga,2025-05-11T03:48:06.000Z,2025-05-11T03:48:06.000Z,2025-05-11 04:28:42,Classic Sports Academy,7,6,3881115,bowl,completed,normal,6767130,Rashtrakuta Ranadhiras,21 runs,8452770,Ashrith Kashyap,League Matches,Resulted,0,Classic Sports Academy,Bengaluru (Bangalore)
17092546,1462709,6,10,group,6767132,6733389,Vijayanagara Royals,Kadamba Warriors,2025-05-11T04:34:59.000Z,2025-05-11T04:34:59.000Z,2025-05-11 05:08:56,Classic Sports Academy,7,6,6767132,bat,completed,normal,6733389,Kadamba Warriors,4 wickets,8444531,Shreenidhi Prakash,League Matches,Resulted,0,Classic Sports Academy,Bengaluru (Bangalore)
17092557,1462709,6,11,group,1597084,6767134,Hoysala Hunters,Wodeyars the Kings,2025-05-11T05:10:48.000Z,2025-05-11T05:10:48.000Z,2025-05-11 05:55:43,Classic Sports Academy,7,6,6767134,bowl,completed,normal,1597084,Hoysala Hunters,31 runs,10031492,Mady,League Matches,Resulted,0,Classic Sports Academy,Bengaluru (Bangalore)
17092570,1462709,6,12,group,6767132,3881115,Vijayanagara Royals,Glorious Ganga,2025-05-11T05:58:50.000Z,2025-05-11T05:58:50.000Z,2025-05-11 06:25:44,Classic Sports Academy,7,6,6767132,bat,completed,normal,3881115,Glorious Ganga,5 wickets,4416809,Bharath G S Agasthya,League Matches,Resulted,0,Classic Sports Academy,Bengaluru (Bangalore)
17092587,1462709,6,13,group,6767134,6767130,Wodeyars the Kings,Rashtrakuta Ranadhiras,2025-05-11T06:30:16.000Z,2025-05-11T06:30:16.000Z,2025-05-11 07:09:01,Classic Sports Academy,7,6,6767130,bowl,completed,normal,6767134,Wodeyars the Kings,12 runs,8445420,Madhusudhan K S,League Matches,Resulted,0,Classic Sports Academy,Bengaluru (Bangalore)
17092597,1462709,6,14,group,6733389,1597084,Kadamba Warriors,Hoysala Hunters,2025-05-11T07:12:37.000Z,2025-05-11T07:12:37.000Z,2025-05-11 07:46:33,Classic Sports Academy,7,6,1597084,bowl,completed,normal,1597084,Hoysala Hunters,5 wickets,8453971,Srikanth Krishnamurthy,League Matches,Resulted,0,Classic Sports Academy,Bengaluru (Bangalore)
17092604,1462709,6,15,group,6767132,6767130,Vijayanagara Royals,Rashtrakuta Ranadhiras,2025-05-11T08:28:56.000Z,2025-05-11T08:28:56.000Z,2025-05-11 09:01:16,Classic Sports Academy,6,6,6767130,bowl,completed,normal,6767130,Rashtrakuta Ranadhiras,4 wickets,809163,Pranav Pk,League Matches,Resulted,0,Classic Sports Academy,Bengaluru (Bangalore)
17092610,1462709,6,16,group,1597084,3881115,Hoysala Hunters,Glorious Ganga,2025-05-11T09:07:47.000Z,2025-05-11T09:07:47.000Z,2025-05-11 09:34:28,Classic Sports Academy,6,6,3881115,bowl,completed,normal,1597084,Hoysala Hunters,78 runs,15348376,Pavan Dp,League Matches,Resulted,0,Classic Sports Academy,Bengaluru (Bangalore)
17092622,1462709,6,17,group,6767132,6767134,Vijayanagara Royals,Wodeyars the Kings,2025-05-11T09:36:32.000Z,2025-05-11T09:36:32.000Z,2025-05-11 10:05:31,Classic Sports Academy,7,6,6767134,bowl,completed,normal,6767134,Wodeyars the Kings,6 wickets,8445499,Paneendra Gautham,League Matches,Resulted,0,Classic Sports Academy,Bengaluru (Bangalore)
17092631,1462709,6,18,group,3881115,6733389,Glorious Ganga,Kadamba Warriors,2025-05-11T10:10:01.000Z,2025-05-11T10:10:01.000Z,2025-05-11 10:35:28,Classic Sports Academy,6,6,6733389,bowl,completed,normal,6733389,Kadamba Warriors,6 wickets,8445318,K S Akshay Kaushik,League Matches,Resulted,0,Classic Sports Academy,Bengaluru (Bangalore)
17092642,1462709,6,19,group,6767128,1597084,Chalukya Chakravarthis,Hoysala Hunters,2025-05-11T10:43:25.000Z,2025-05-11T10:43:25.000Z,2025-05-11 11:19:08,Classic Sports Academy,6,6,1597084,bowl,completed,normal,1597084,Hoysala Hunters,4 wickets,8129644,Pavan Kashyap,League Matches,Resulted,0,Classic Sports Academy,Bengaluru (Bangalore)
17092655,1462709,6,20,group,6733389,6767134,Kadamba Warriors,Wodeyars the Kings,2025-05-11T11:25:51.000Z,2025-05-11T11:25:51.000Z,2025-05-11 12:14:37,Classic Sports Academy,7,6,6767134,bowl,completed,normal,6733389,Kadamba Warriors,7 runs,8444531,Shreenidhi Prakash,League Matches,Resulted,0,Classic Sports Academy,Bengaluru (Bangalore)
17092657,1462709,6,21,group,6767130,6767128,Rashtrakuta Ranadhiras,Chalukya Chakravarthis,2025-05-11T12:20:02.000Z,2025-05-11T12:20:02.000Z,2025-05-11 12:47:13,Classic Sports Academy,6,6,6767130,bat,completed,normal,6767128,Chalukya Chakravarthis,4 wickets,5994303,Srikanth T K,League Matches,Resulted,0,Classic Sports Academy,Bengaluru (Bangalore)
17151344,1462709,6,22,qualifier,6767128,1597084,Chalukya Chakravarthis,Hoysala Hunters,2025-05-11T13:03:42.000Z,2025-05-11T13:03:42.000Z,2025-05-11 13:44:45,Classic Sports Academy,7,6,1597084,bowl,completed,normal,6767128,Chalukya Chakravarthis,27 runs,8556484,Srinidhi Ns,Qualifier 1,Resulted,0,Classic Sports Academy,Bengaluru (Bangalore)
17151377,1462709,6,23,qualifier,6767134,6733389,Wodeyars the Kings,Kadamba Warriors,2025-05-11T13:50:31.000Z,2025-05-11T13:50:31.000Z,2025-05-11 14:35:18,Classic Sports Academy,7,6,6733389,bowl,completed,normal,6733389,Kadamba Warriors,4 wickets,29631807,Krishnamoorthy,Eliminator,Resulted,0,Classic Sports Academy,Bengaluru (Bangalore)
17153784,1462709,6,24,qualifier,6733389,1597084,Kadamba Warriors,Hoysala Hunters,2025-05-11T15:01:35.000Z,2025-05-11T15:01:35.000Z,2025-05-11 15:50:50,Classic Sports Academy,7,6,1597084,bowl,completed,normal,1597084,Hoysala Hunters,1 wicket,3542117,Amith P,Qualifier  2,Resulted,0,Classic Sports Academy,Bengaluru (Bangalore)
17154937,1462709,6,25,final,6767128,1597084,Chalukya Chakravarthis,Hoysala Hunters,2025-05-11T16:02:29.000Z,2025-05-11T16:02:29.000Z,2025-05-11 16:54:12,Classic Sports Academy,7,6,1597084,bowl,completed,normal,1597084,Hoysala Hunters,4 wickets,15348376,Pavan Dp,Final,Resulted,0,Classic Sports Academy,Bengaluru (Bangalore)
