cricheroes_match_id,innings_number,cricheroes_team_id,batting_order,cricheroes_player_id,name,is_captain,runs,balls,minutes,fours,sixes,strike_rate,batting_hand,how_to_out,is_out
6947241,1,1597091,7,8444668,Srisha Badarayana H S,0,12,11,6,1,1,109.09,RHB,run out Jeethu / Badriprasad,1
6947241,2,1597090,1,10052264,Srikrishna,0,7,6,4,0,1,116.67,RHB,retired hurt,1
6947241,2,1597090,2,8445499,Paneendra Gautham,0,0,1,8,0,0,0.00,RHB,retired hurt,1
6947241,2,1597090,3,8445420,Madhusudhan K S,0,0,6,2,0,0,0.00,RHB,retired hurt,1
6947241,2,1597090,4,8445292,Mahesh,0,1,2,1,0,0,50.00,LHB,c Anantha Madhava b Aniruddha Dv,1
6947241,2,1597090,5,1224122,Badriprasad,0,22,8,2,2,2,275.00,RHB,not out,0
6947241,2,1597090,6,8445368,Jeethu,0,0,0,1,0,0,0.00,LHB,not out,0
6948306,1,1597088,1,8445356,Pradyumna,0,12,6,1,1,1,200.00,RHB,retired hurt,1
6948306,1,1597088,2,6508655,Sudharshan,0,1,1,2,0,0,100.00,RHB,not out,0
6948306,1,1597088,3,8445462,Prasad K S,1,11,6,1,1,1,183.33,RHB,retired hurt,1
6948306,1,1597088,4,8444531,Shreenidhi Prakash,0,14,8,3,0,2,175.00,RHB,run out Tej,1
6948306,1,1597088,5,8445318,K S AKSHAY KAUSHIK,0,0,1,1,0,0,0.00,RHB,c Tej b Prasanna,1
6948306,1,1597088,6,8469156,Sridhar,0,7,5,7,0,1,140.00,RHB,run out Srinidhi NS,1
6948306,1,1597088,7,19421271,Krishnamurthy,0,29,15,5,1,4,193.33,RHB,not out,0
6948306,2,1597085,1,809867,Prabhav PK,0,0,6,4,0,0,0.00,RHB,retired out,1
6948306,2,1597085,2,8556484,Srinidhi NS,0,8,6,15,1,0,133.33,RHB,c K S AKSHAY KAUSHIK b Sudharshan,1
6948306,2,1597085,3,8556544,Sudhindhra,0,2,6,2,0,0,33.33,RHB,retired hurt,1
6948306,2,1597085,4,8445414,Tej,0,57,21,19,1,8,271.43,RHB,not out,0
6948306,2,1597085,5,8846097,Vishnunandan,0,3,5,10,0,0,60.00,LHB,not out,0
6948325,1,1597084,1,3542117,Amith P,0,1,2,3,0,0,50.00,RHB,retired hurt,1
6948325,1,1597084,2,8453971,Srikanth Krishnamurthy,0,0,4,5,0,0,0.00,RHB,retired hurt,1
6948325,1,1597084,3,10046726,Shrivatsa Hatwar,0,4,6,2,0,0,66.67,RHB,retired hurt,1
6948325,1,1597084,4,8129644,Pavan Kashyap,1,13,14,8,0,2,92.86,RHB,c Badriprasad b Jeethu,1
6948325,1,1597084,5,10031492,Mady,0,25,12,13,1,3,208.33,RHB,not out,0
6948325,1,1597084,6,8814171,Pavan Raghavendra,0,6,4,4,0,1,150.00,RHB,b Guruprasad Ramachandrachar,1
6948325,2,1597090,1,10052264,Srikrishna,0,1,7,5,0,0,14.29,RHB,retired hurt,1
6948325,2,1597090,2,8445499,Paneendra Gautham,0,10,8,24,0,1,125.00,RHB,not out,0
6948325,2,1597090,3,8445420,Madhusudhan K S,0,7,5,2,0,1,140.00,RHB,retired hurt,1
6948325,2,1597090,4,8445368,Jeethu,0,6,9,6,0,1,66.67,LHB,b Pavan Kashyap,1
6948325,2,1597090,5,8445342,Guruprasad Ramachandrachar,1,0,1,1,0,0,0.00,LHB,run out Balaji,1
6948325,2,1597090,6,1224122,Badriprasad,0,12,13,10,1,1,92.31,RHB,not out,0
6948350,1,1597087,1,8578931,Srihari,0,17,6,5,1,2,283.33,LHB,c Aniruddha Dv b Hrishikesha,1
6948350,1,1597087,2,7662592,Vittala  (wk),0,0,2,21,0,0,0.00,RHB,not out,0
6948350,1,1597087,3,10031570,Sridhar Ramchandrachar,0,7,5,5,1,0,140.00,LHB,run out Anantha Madhava,1
6948350,1,1597087,4,809163,Pranav PK,0,18,11,7,2,1,163.64,RHB,st †Aprameya Guruprasad b Anantha Madhava,1
6948350,1,1597087,5,8452770,Ashrith Kashyap,0,0,1,1,0,0,0.00,RHB,c Aniruddha Dv b Srisha Badarayana H S,1
6948350,1,1597087,6,8444550,Bharadwaj Srivatsa,1,6,4,1,0,1,150.00,RHB,b Srisha Badarayana H S,1
6948350,1,1597087,7,10047098,Aditya Hatwar,0,12,9,7,1,1,133.33,RHB,c Aprameya Guruprasad b Aniruddha Dv,1
6948350,2,1597091,1,20546462,Hrishikesha,0,0,6,1,0,0,0.00,RHB,b Srihari,1
6948350,2,1597091,2,4143096,Aniruddha Dv,0,7,3,3,0,1,233.33,RHB,c †Vittala b Aditya Hatwar,1
6948350,2,1597091,3,4048300,Vadiraj,0,2,6,1,0,0,33.33,RHB,c Srihari b Sridhar Ramchandrachar,1
6948350,2,1597091,4,8445343,Anantha Madhava,0,8,7,4,0,1,114.29,RHB,c Vittala b Pranav PK,1
6948350,2,1597091,5,5387685,Aprameya Guruprasad  (wk),0,0,1,2,0,0,0.00,RHB,run out Aditya Hatwar / Pranav PK,1
6948350,2,1597091,6,4048334,Ravi Aniruddha,1,6,9,7,1,0,66.67,RHB,c Vittala b Ashrith Kashyap,1
6948350,2,1597091,7,8444668,Srisha Badarayana H S,0,14,10,7,0,2,140.00,RHB,not out,0
6948371,1,1597085,1,809867,Prabhav PK,0,8,6,2,0,1,133.33,RHB,retired out,1
6948371,1,1597085,2,8556484,Srinidhi NS,0,0,0,4,0,0,0.00,RHB,retired hurt,1
6948371,1,1597085,3,8556544,Sudhindhra,0,1,6,1,0,0,16.67,RHB,retired out,1
6948371,1,1597085,4,8445414,Tej,0,44,18,23,0,7,244.44,RHB,c&b Yashu,1
6948371,1,1597085,5,5994303,Srikanth T K,0,19,8,27,0,3,237.50,RHB,b Ajith P,1
6948371,1,1597085,6,8846097,Vishnunandan,0,9,4,3,0,1,225.00,LHB,run out Praveena,1
6948371,1,1597085,7,5922441,Prasanna,1,1,1,1,0,0,100.00,RHB,not out,0
6948371,2,388115,1,8450899,Sandeep,0,6,6,2,1,0,100.00,LHB,retired hurt,1
6948371,2,388115,2,8670699,Ajith P,0,0,0,4,0,0,0.00,RHB,retired hurt,1
6948371,2,388115,3,10052159,Praveena,1,2,6,1,0,0,33.33,RHB,retired hurt,1
6948371,2,388115,4,4416809,BHARATH G S AGASTHYA,0,0,3,2,0,0,0.00,RHB,c Vishnunandan b Tej,1
6948371,2,388115,5,8444682,Pavan Gautham,0,24,14,10,0,3,171.43,RHB,not out,0
6948371,2,388115,6,8556507,Prabhanjan,0,6,13,7,0,0,46.15,RHB,not out,0
6948377,1,1597091,1,20546462,Hrishikesha,0,0,7,2,0,0,0.00,RHB,retired,1
6948377,1,1597091,2,4143096,Aniruddha Dv,0,6,3,6,0,1,200.00,RHB,c Mady b Srikanth Krishnamurthy,1
6948377,1,1597091,3,4048300,Vadiraj,0,2,6,2,0,0,33.33,RHB,retired hurt,1
6948377,1,1597091,4,4048334,Ravi Aniruddha,1,19,17,15,1,2,111.76,RHB,retired hurt,1
6948377,1,1597091,5,5387685,Aprameya Guruprasad,0,11,12,15,2,0,91.67,RHB,retired hurt,1
6948377,1,1597091,6,8445343,Anantha Madhava,0,0,0,2,0,0,0.00,RHB,not out,0
6948377,1,1597091,7,8444668,Srisha Badarayana H S,0,7,4,1,0,1,175.00,RHB,not out,0
6948377,2,1597084,1,3542117,Amith P,0,15,6,2,0,2,250.00,RHB,retired hurt,1
6948377,2,1597084,2,8453971,Srikanth Krishnamurthy,0,0,0,5,0,0,0.00,RHB,retired hurt,1
6948377,2,1597084,3,10046726,Shrivatsa Hatwar,0,13,6,3,1,1,216.67,RHB,retired hurt,1
6948377,2,1597084,4,10031492,Mady,0,24,8,4,1,3,300.00,RHB,not out,0
6948377,2,1597084,5,8814171,Pavan Raghavendra,0,2,6,4,0,0,33.33,RHB,not out,0
6948381,1,1597088,1,8445356,Pradyumna,0,15,6,5,0,2,250.00,RHB,c †Vittala b Srihari,1
6948381,1,1597088,2,6508655,Sudharshan,0,1,2,7,0,0,50.00,RHB,c Sridhar Ramchandrachar b Ashrith Kashyap,1
6948381,1,1597088,3,8469156,Sridhar,0,4,9,9,0,0,44.44,RHB,c Bharadwaj Srivatsa b Ashrith Kashyap,1
6948381,1,1597088,4,8444531,Shreenidhi Prakash,0,5,8,3,1,0,62.50,RHB,b Pranav PK,1
6948381,1,1597088,5,8445318,K S AKSHAY KAUSHIK,0,8,12,12,0,1,66.67,RHB,c Pranav PK b Ashrith Kashyap,1
6948381,1,1597088,6,19421271,Krishnamurthy,0,8,9,5,0,1,88.89,RHB,not out,0
6948381,1,1597088,7,8445462,Prasad K S,1,0,0,2,0,0,0.00,RHB,not out,0
6948381,2,1597087,1,8578931,Srihari,0,8,6,2,0,1,133.33,LHB,b Pradyumna,1
6948381,2,1597087,2,8452770,Ashrith Kashyap,0,1,1,5,0,0,100.00,RHB,not out,0
6948381,2,1597087,3,10031570,Sridhar Ramchandrachar,0,4,6,1,0,0,66.67,LHB,b Prasad K S,1
6948381,2,1597087,4,8444550,Bharadwaj Srivatsa,1,14,11,11,1,1,127.27,RHB,b K S AKSHAY KAUSHIK,1
6948381,2,1597087,5,7662592,Vittala  (wk),0,18,15,14,0,2,120.00,RHB,b Sridhar,1
6948381,2,1597087,6,809163,Pranav PK,0,5,3,4,1,0,166.67,RHB,not out,0
7092207,1,1597085,1,809867,Prabhav PK,0,17,6,2,1,2,283.33,RHB,retired hurt,1
7092207,1,1597085,2,8556484,Srinidhi NS,0,3,5,9,0,0,60.00,RHB,retired hurt,1
7092207,1,1597085,3,8556544,Sudhindhra,0,1,3,2,0,0,33.33,RHB,retired out,1
7092207,1,1597085,4,8445414,Tej,0,20,10,5,0,3,200.00,RHB,run out Bharadwaj Srivatsa / Ashrith Kashyap,1
7092207,1,1597085,5,5994303,Srikanth T K,0,27,14,10,1,3,192.86,RHB,not out,0
7092207,1,1597085,6,8846097,Vishnunandan,0,0,4,1,0,0,0.00,LHB,retired hurt,1
7092207,1,1597085,7,5922441,Prasanna,1,0,1,1,0,0,0.00,RHB,st †Bharadwaj Srivatsa b Pranav PK,1
7092207,2,1597087,1,8578931,Srihari,0,7,6,4,0,1,116.67,LHB,c Tej b Prabhav PK,1
7092207,2,1597087,2,7662592,Vittala,0,0,0,6,0,0,0.00,RHB,retired hurt,1
7092207,2,1597087,3,10031570,Sridhar Ramchandrachar,0,1,6,1,0,0,16.67,LHB,b Sudhindhra,1
7092207,2,1597087,4,8444550,Bharadwaj Srivatsa  (c & wk),0,29,10,13,0,4,290.00,RHB,not out,0
7092207,2,1597087,5,809163,Pranav PK,0,1,2,1,0,0,50.00,RHB,b Srinidhi NS,1
7092207,2,1597087,6,8452770,Ashrith Kashyap,0,23,19,11,1,2,121.05,RHB,not out,0
7092606,1,1597088,1,8445356,Pradyumna,0,9,8,4,0,1,112.50,RHB,retired hurt,1
7092606,1,1597088,2,6508655,Sudharshan,0,0,2,10,0,0,0.00,RHB,c Mady b Srikanth Krishnamurthy,1
7092606,1,1597088,3,8445462,Prasad K S,1,15,8,4,2,0,187.50,RHB,run out Amith P,1
7092606,1,1597088,4,8444531,Shreenidhi Prakash,0,15,7,12,0,2,214.29,RHB,run out † Srikanth Krishnamurthy,1
7092606,1,1597088,5,19421271,Krishnamurthy,0,7,6,3,0,1,116.67,RHB,c †Srikanth Krishnamurthy b Mady,1
7092606,1,1597088,6,8469156,Sridhar,0,8,4,13,0,1,200.00,RHB,not out,0
7092606,1,1597088,7,8445318,K S AKSHAY KAUSHIK,0,14,12,7,0,2,116.67,RHB,b Mady,1
7092606,2,1597084,1,3542117,Amith P,0,3,7,3,0,0,42.86,RHB,c Krishnamurthy b Pradyumna,1
7092606,2,1597084,2,8453971,Srikanth Krishnamurthy  (wk),0,0,0,7,0,0,0.00,RHB,run out Shreenidhi Prakash,1
7092606,2,1597084,3,10046726,Shrivatsa Hatwar,0,9,6,4,0,1,150.00,RHB,retired out,1
7092606,2,1597084,4,8814171,Pavan Raghavendra,0,21,15,11,0,3,140.00,RHB,retired hurt,1
7092606,2,1597084,5,10031492,Mady,0,25,12,15,0,3,208.33,RHB,not out,0
7092606,2,1597084,6,8129644,Pavan Kashyap,1,7,5,4,0,1,140.00,RHB,not out,0
7093189,1,1597088,1,8445356,Pradyumna,0,7,6,6,1,0,116.67,RHB,run out Vittala,1
7093189,1,1597088,2,6508655,Sudharshan,0,0,0,7,0,0,0.00,RHB,retired hurt,1
7093189,1,1597088,3,8445462,Prasad K S,1,0,6,1,0,0,0.00,RHB,retired hurt,1
7093189,1,1597088,4,8445318,K S AKSHAY KAUSHIK,0,48,16,14,0,7,300.00,RHB,not out,0
7093189,1,1597088,5,8444531,Shreenidhi Prakash,0,32,17,13,2,3,188.24,RHB,not out,0
7093189,2,1597087,1,8578931,Srihari,0,2,6,3,0,0,33.33,LHB,retired out,1
7093189,2,1597087,2,7662592,Vittala,0,0,0,5,0,0,0.00,RHB,retired hurt,1
7093189,2,1597087,3,10031570,Sridhar Ramchandrachar,0,4,6,2,0,0,66.67,LHB,retired hurt,1
7093189,2,1597087,4,8452770,Ashrith Kashyap,0,53,19,14,1,7,278.95,RHB,not out,0
7093189,2,1597087,5,809163,Pranav PK,0,24,13,13,1,2,184.62,RHB,not out,0
7512871,1,1597085,1,809867,Prabhav PK  (wk),0,2,6,1,0,0,33.33,RHB,retired,1
7512871,1,1597085,2,8556484,Srinidhi NS,0,2,3,7,0,0,66.67,RHB,retired hurt,1
7512871,1,1597085,3,8556544,Sudhindhra,0,9,7,2,0,1,128.57,RHB,retired hurt,1
7512871,1,1597085,4,8445414,Tej,0,20,17,11,3,0,117.65,RHB,c Pranav PK b Aditya Hatwar,1
7512871,1,1597085,5,5994303,Srikanth T K,0,22,10,8,1,2,220.00,RHB,retired hurt,1
7512871,1,1597085,6,5922441,Prasanna,1,6,1,1,0,1,600.00,RHB,not out,0
7512871,1,1597085,7,8846097,Vishnunandan,0,0,0,1,0,0,0.00,LHB,not out,0
7512871,2,1597087,1,8578931,Srihari,0,4,6,3,1,0,66.67,LHB,c Tej b Prabhav PK,1
7512871,2,1597087,2,10047098,Aditya Hatwar,0,11,5,8,1,1,220.00,RHB,b Prasanna,1
7512871,2,1597087,3,10031570,Sridhar Ramchandrachar,0,2,6,2,0,0,33.33,LHB,c Vishnunandan b Sudhindhra,1
7512871,2,1597087,4,8452770,Ashrith Kashyap,0,28,12,14,1,3,233.33,RHB,c Tej b Vishnunandan,1
7512871,2,1597087,5,809163,Pranav PK,0,0,3,1,0,0,0.00,RHB,b Tej,1
7512871,2,1597087,6,8444550,Bharadwaj Srivatsa,1,1,3,1,0,0,33.33,RHB,c Srinidhi NS b Prasanna,1
7512871,2,1597087,7,7662592,Vittala,0,8,5,9,0,1,160.00,RHB,not out,0
10814546,1,6767130,1,8578931,Srihari,0,8,6,2,0,1,133.33,LHB,retired out,1
10814546,1,6767130,2,7662592,Vittala  (wk),0,0,0,8,0,0,0.00,RHB,retired hurt,1
10814546,1,6767130,3,29631844,Sridhar Dixit,0,7,7,4,1,0,100.00,LHB,retired hurt,1
10814546,1,6767130,4,809163,Pranav PK,0,14,13,9,0,2,107.69,RHB,run out Madhusudhan K S,1
10814546,1,6767130,5,8452770,Ashrith Kashyap,0,22,16,8,0,3,137.50,RHB,not out,0
10814546,1,6767130,6,8444550,Bharadwaj Srivatsa,1,1,2,1,0,0,50.00,RHB,not out,0
10814546,2,6767134,1,10052264,Srikrishna,0,1,6,3,0,0,16.67,RHB,st †Vittala b Srihari,1
10814546,2,6767134,2,1224122,Badriprasad,0,4,5,8,1,0,80.00,RHB,b Vittala,1
10814546,2,6767134,3,8445420,Madhusudhan K S,0,8,6,2,0,1,133.33,RHB,retired hurt,1
10814546,2,6767134,4,8445499,Paneendra Gautham,0,9,6,8,2,0,150.00,RHB,b Ashrith Kashyap,1
10814546,2,6767134,5,8445368,Jeethu,0,10,3,1,1,1,333.33,LHB,run out Pranav PK,1
10814546,2,6767134,6,8445342,Guruprasad Ramachandrachar,1,10,7,3,1,1,142.86,LHB,not out,0
10814546,2,6767134,7,8445292,Mahesh,0,10,2,1,1,1,500.00,LHB,not out,0
10814552,1,6733389,1,24597937,Pradhdhyumna Kashyap HP  (wk),0,18,6,5,1,2,300.00,RHB,run out Ravi Aniruddha,1
10814552,1,6733389,2,6508655,Sudharshan,0,0,0,4,0,0,0.00,RHB,retired hurt,1
10814552,1,6733389,3,8445462,Prasad K S,1,4,6,1,0,0,66.67,RHB,retired hurt,1
10814552,1,6733389,4,8444531,Shreenidhi Prakash,0,26,13,10,0,4,200.00,RHB,not out,0
10814552,1,6733389,5,8445318,K S AKSHAY KAUSHIK,0,41,18,9,1,5,227.78,RHB,not out,0
10814552,2,6767132,1,29631917,Hrishikesha,0,2,6,2,0,0,33.33,RHB,retired out,1
10814552,2,6767132,2,4143096,Aniruddha Dv,0,14,5,13,0,2,280.00,RHB,run out Sudharshan,1
10814552,2,6767132,3,4048300,Vadiraj,0,1,6,2,0,0,16.67,RHB,retired out,1
10814552,2,6767132,4,10339400,Aprameya Guruprasad,0,0,1,1,0,0,0.00,RHB,c †Pradhdhyumna Kashyap HP b Shreenidhi Prakash,1
10814552,2,6767132,5,8445343,Anantha Madhava,0,39,17,9,2,5,229.41,RHB,c †Pradhdhyumna Kashyap HP b Sudharshan,1
10814552,2,6767132,6,4048334,Ravi Aniruddha,1,0,1,1,0,0,0.00,RHB,c †Pradhdhyumna Kashyap HP b Shreenidhi Prakash,1
10814552,2,6767132,7,8444668,Srisha Badarayana H S,0,0,0,1,0,0,0.00,RHB,run out K S AKSHAY KAUSHIK,1
10814569,1,1597084,1,3542117,Amith P,0,18,6,3,0,3,300.00,RHB,retired hurt,1
10814569,1,1597084,2,8453971,Srikanth Krishnamurthy,0,0,3,9,0,0,0.00,RHB,not out,0
10814569,1,1597084,3,10046726,Shrivatsa Hatwar,0,8,6,3,0,1,133.33,RHB,retired hurt,1
10814569,1,1597084,4,8129644,Pavan Kashyap,1,0,2,1,0,0,0.00,RHB,b BHARATH G S AGASTHYA,1
10814569,1,1597084,5,10031492,Mady,0,35,14,9,1,5,250.00,RHB,b Pavan Gautham,1
10814569,1,1597084,6,8814171,Pavan Raghavendra,0,8,11,5,0,1,72.73,RHB,c Praveena b Ajith P,1
10814569,2,388115,1,8450899,Sandeep,0,21,7,1,2,2,300.00,LHB,retired hurt,1
10814569,2,388115,2,8670699,Ajith P,0,0,0,4,0,0,0.00,RHB,retired hurt,1
10814569,2,388115,3,10052159,Praveena,1,10,6,2,0,1,166.67,RHB,retired out,1
10814569,2,388115,4,8444682,Pavan Gautham,0,28,16,8,1,3,175.00,RHB,not out,0
10814569,2,388115,5,29632164,Raghunandan,0,7,4,4,0,1,175.00,RHB,b Pavan Kashyap,1
10814569,2,388115,6,4416809,BHARATH G S AGASTHYA,0,6,5,2,0,1,120.00,RHB,b Mady,1
10814569,2,388115,7,10052031,Yashu,0,0,0,1,0,0,0.00,RHB,not out,0
10814594,1,6767128,1,10075428,Prabhav  Krishna,0,2,6,2,0,0,33.33,RHB,retired out,1
10814594,1,6767128,2,8556484,Srinidhi NS,0,1,3,8,0,0,33.33,RHB,c Aditya Hatwar b Pranav PK,1
10814594,1,6767128,3,8556544,Sudhindhra,0,9,7,3,0,1,128.57,RHB,retired hurt,1
10814594,1,6767128,4,8445414,Tej,0,10,13,9,0,1,76.92,RHB,run out Pranav PK,1
10814594,1,6767128,5,5994303,Srikanth T K,0,36,18,10,0,5,200.00,RHB,not out,0
10814594,1,6767128,6,5922441,Prasanna,1,1,2,3,0,0,50.00,RHB,not out,0
10814594,2,6767130,1,8578931,Srihari,0,1,4,2,0,0,25.00,LHB,retired out,1
10814594,2,6767130,2,10047098,Aditya Hatwar,0,21,16,14,0,3,131.25,RHB,retired hurt,1
10814594,2,6767130,3,29631844,Sridhar Dixit,0,1,6,3,0,0,16.67,LHB,retired hurt,1
10814594,2,6767130,4,809163,Pranav PK,0,8,8,8,0,1,100.00,RHB,b Tej,1
10814594,2,6767130,5,8444550,Bharadwaj Srivatsa,1,7,3,3,0,1,233.33,RHB,c Vishnunandan b Tej,1
10814594,2,6767130,6,8452770,Ashrith Kashyap,0,0,1,1,0,0,0.00,RHB,c&b Tej,1
10814594,2,6767130,7,7662592,Vittala,0,2,4,5,0,0,50.00,RHB,run out Sudhindhra / Vishnunandan,1
10814609,1,6733389,1,24597937,Pradhdhyumna Kashyap HP,0,11,6,4,0,1,183.33,RHB,retired out,1
10814609,1,6733389,2,6508655,Sudharshan,0,1,2,13,0,0,50.00,RHB,not out,0
10814609,1,6733389,3,8445462,Prasad K S,1,4,5,4,0,0,80.00,RHB,retired hurt,1
10814609,1,6733389,4,8444531,Shreenidhi Prakash,0,34,18,9,2,4,188.89,RHB,c Jeethu b Paneendra Gautham,1
10814609,1,6733389,5,8445318,K S AKSHAY KAUSHIK,0,0,1,1,0,0,0.00,RHB,c&b Jeethu,1
10814609,1,6733389,6,29631807,Krishnamoorthy,0,0,1,1,0,0,0.00,RHB,b Jeethu,1
10814609,1,6733389,7,8469156,Sridhar,0,6,10,8,1,0,60.00,RHB,not out,0
10814609,2,6767134,1,10052264,Srikrishna,0,3,7,5,0,0,42.86,RHB,retired hurt,1
10814609,2,6767134,2,8445499,Paneendra Gautham,0,35,16,13,0,5,218.75,RHB,not out,0
10814609,2,6767134,3,1224122,Badriprasad,0,29,9,8,4,2,322.22,RHB,not out,0
10814627,1,6767132,1,29631917,Hrishikesha,0,2,6,2,0,0,33.33,RHB,retired out,1
10814627,1,6767132,2,4048334,Ravi Aniruddha,1,6,5,7,0,1,120.00,RHB,c †Srikanth Krishnamurthy b Pavan Kashyap,1
10814627,1,6767132,3,4048300,Vadiraj,0,2,6,2,0,0,33.33,RHB,retired out,1
10814627,1,6767132,4,10339400,Aprameya Guruprasad,0,0,4,1,0,0,0.00,RHB,st †Srikanth Krishnamurthy b Pavan Raghavendra,1
10814627,1,6767132,5,8444668,Srisha Badarayana H S,0,0,3,3,0,0,0.00,RHB,c Amith P b Mady,1
10814627,1,6767132,6,8445343,Anantha Madhava,0,1,4,1,0,0,25.00,RHB,run out Pavan Raghavendra,1
10814627,1,6767132,7,4143096,Aniruddha Dv,0,11,12,5,1,1,91.67,RHB,c †Pavan Kashyap b Srikanth Krishnamurthy,1
10814627,2,1597084,1,3542117,Amith P,0,16,6,1,1,2,266.67,RHB,retired hurt,1
10814627,2,1597084,2,8453971,Srikanth Krishnamurthy  (wk),0,0,0,2,0,0,0.00,RHB,not out,0
10814627,2,1597084,3,10046726,Shrivatsa Hatwar,0,11,3,1,1,1,366.67,RHB,not out,0
10814632,1,6767130,1,8578931,Srihari,0,12,6,2,1,1,200.00,LHB,retired out,1
10814632,1,6767130,2,10047098,Aditya Hatwar,0,11,9,11,2,0,122.22,RHB,c †Ajith P b BHARATH G S AGASTHYA,1
10814632,1,6767130,3,29631844,Sridhar Dixit,0,13,6,2,0,2,216.67,LHB,retired hurt,1
10814632,1,6767130,4,7662592,Vittala,0,1,3,5,0,0,33.33,RHB,not out,0
10814632,1,6767130,5,809163,Pranav PK,0,17,6,1,1,2,283.33,RHB,c †Ajith P b BHARATH G S AGASTHYA,1
10814632,1,6767130,6,8452770,Ashrith Kashyap,0,14,12,5,0,2,116.67,RHB,c †Pavan Gautham b Ajith P,1
10814632,1,6767130,7,8444550,Bharadwaj Srivatsa,1,3,3,4,0,0,100.00,RHB,run out Praveena / † Raghunandan,1
10814632,2,388115,1,8450899,Sandeep,0,11,6,1,0,1,183.33,LHB,retired hurt,1
10814632,2,388115,2,8670699,Ajith P  (wk),0,0,0,3,0,0,0.00,RHB,retired hurt,1
10814632,2,388115,3,10052159,Praveena,1,2,6,1,0,0,33.33,RHB,retired hurt,1
10814632,2,388115,4,8444682,Pavan Gautham  (wk),0,21,14,8,0,3,150.00,RHB,c Sridhar Dixit b Ashrith Kashyap,1
10814632,2,388115,5,29632164,Raghunandan  (wk),0,11,10,12,0,1,110.00,RHB,not out,0
10814632,2,388115,6,4416809,BHARATH G S AGASTHYA,0,28,7,3,1,4,400.00,RHB,not out,0
10818534,1,6733389,1,24597937,Pradhdhyumna Kashyap HP  (wk),0,10,5,7,0,1,200.00,RHB,retired,1
10818534,1,6733389,2,29631807,Krishnamoorthy,0,7,3,3,0,1,233.33,RHB,retired,1
10818534,1,6733389,3,8445462,Prasad K S,1,4,5,3,0,0,80.00,RHB,st †Prabhav  Krishna b Sudhindhra,1
10818534,1,6733389,4,8444531,Shreenidhi Prakash,0,14,7,4,2,1,200.00,RHB,c Srikanth T K b Prasanna,1
10818534,1,6733389,5,6508655,Sudharshan,0,16,18,13,0,2,88.89,RHB,b Srinidhi NS,1
10818534,1,6733389,6,8445318,K S AKSHAY KAUSHIK,0,0,1,1,0,0,0.00,RHB,c Tej b Prasanna,1
10818534,1,6733389,7,8469156,Sridhar,0,2,3,3,0,0,66.67,RHB,run out Vishnunandan,1
10818534,2,6767128,1,10075428,Prabhav  Krishna  (wk),0,6,4,4,1,0,150.00,RHB,not out,0
10818534,2,6767128,2,8846097,Vishnunandan,0,1,7,10,0,0,14.29,LHB,st †Pradhdhyumna Kashyap HP b Krishnamoorthy,1
10818534,2,6767128,3,8556544,Sudhindhra,0,1,7,3,0,0,14.29,RHB,retired out,1
10818534,2,6767128,4,8556484,Srinidhi NS,0,1,3,4,0,0,33.33,RHB,c K S AKSHAY KAUSHIK b Sudharshan,1
10818534,2,6767128,5,8445414,Tej,0,10,6,2,1,1,166.67,RHB,c Pradhdhyumna Kashyap HP b Shreenidhi Prakash,1
10818534,2,6767128,6,5994303,Srikanth T K,0,17,8,9,2,1,212.50,RHB,c Shreenidhi Prakash b Krishnamoorthy,1
10818534,2,6767128,7,5922441,Prasanna,1,9,10,10,0,1,90.00,RHB,not out,0
10818554,1,6767132,1,29631917,Hrishikesha,0,2,6,3,0,0,33.33,RHB,retired out,1
10818554,1,6767132,2,4143096,Aniruddha Dv,0,6,5,7,0,1,120.00,RHB,run out Aditya Hatwar / Ashrith Kashyap,1
10818554,1,6767132,3,4048300,Vadiraj,0,1,6,1,0,0,16.67,RHB,retired out,1
10818554,1,6767132,4,8445343,Anantha Madhava,0,0,2,1,0,0,0.00,RHB,run out Srihari / Ashrith Kashyap,1
10818554,1,6767132,5,10339400,Aprameya Guruprasad,0,16,11,5,1,2,145.45,RHB,b Vittala,1
10818554,1,6767132,6,4048334,Ravi Aniruddha,1,7,8,5,0,1,87.50,RHB,c Vittala b Ashrith Kashyap,1
10818554,1,6767132,7,8444668,Srisha Badarayana H S,0,0,2,1,0,0,0.00,RHB,b Pranav PK,1
10818554,2,6767130,1,8578931,Srihari,0,18,6,6,0,3,300.00,LHB,retired hurt,1
10818554,2,6767130,2,809163,Pranav PK,0,12,5,7,0,2,240.00,RHB,b Srisha Badarayana H S,1
10818554,2,6767130,3,29631844,Sridhar Dixit,0,7,6,1,0,1,116.67,LHB,retired out,1
10818554,2,6767130,4,10047098,Aditya Hatwar,0,0,0,1,0,0,0.00,RHB,not out,0
10818554,2,6767130,5,8444550,Bharadwaj Srivatsa,1,0,0,1,0,0,0.00,RHB,not out,0
10818574,1,1597084,1,3542117,Amith P,0,10,6,2,1,1,166.67,RHB,retired hurt,1
10818574,1,1597084,2,14211268,Pramit,0,23,12,12,1,3,191.67,RHB,retired hurt,1
10818574,1,1597084,3,10046726,Shrivatsa Hatwar,0,16,6,2,1,2,266.67,RHB,retired out,1
10818574,1,1597084,4,10031492,Mady,0,26,9,12,0,4,288.89,RHB,not out,0
10818574,1,1597084,5,8129644,Pavan Kashyap,1,6,9,4,1,0,66.67,RHB,run out Vishnunandan,1
